Index,L1,L2,L1_02
14711_ADT,T cell,CD4 Naive,T cell_ADT
14712_ADT,T cell,CD4 Naive,T cell_ADT
14713_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14714_ADT,T cell,CD8 Naive,T cell_ADT
14715_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14716_ADT,T cell,CD8 Effector_1,T cell_ADT
14717_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14718_ADT,T cell,CD8 Effector_1,T cell_ADT
14719_ADT,T cell,CD4 Memory,T cell_ADT
14720_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14721_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14722_ADT,T cell,CD8 Naive,T cell_ADT
14723_ADT,T cell,CD8 Naive,T cell_ADT
14724_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14725_ADT,T cell,CD8 Naive,T cell_ADT
14726_ADT,B cell,Naive B,B cell_ADT
14727_ADT,Progenitor cells,GMP,Progenitor cells_ADT
14728_ADT,T cell,Treg,T cell_ADT
14729_ADT,T cell,CD8 Naive,T cell_ADT
14730_ADT,B cell,Naive B,B cell_ADT
14731_ADT,T cell,CD4 Naive,T cell_ADT
14732_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14733_ADT,T cell,CD8 Naive,T cell_ADT
14734_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14735_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14736_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
14737_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14738_ADT,B cell,Memory B,B cell_ADT
14739_ADT,B cell,Naive B,B cell_ADT
14740_ADT,T cell,CD4 Memory,T cell_ADT
14741_ADT,NK,NK,NK_ADT
14742_ADT,NK,NK,NK_ADT
14743_ADT,T cell,CD4 Memory,T cell_ADT
14744_ADT,NK,NK,NK_ADT
14745_ADT,B cell,Memory B,B cell_ADT
14746_ADT,T cell,CD8 Naive,T cell_ADT
14747_ADT,T cell,CD4 Memory,T cell_ADT
14748_ADT,T cell,CD8 Effector_2,T cell_ADT
14749_ADT,B cell,Plasmablast,B cell_ADT
14750_ADT,B cell,Memory B,B cell_ADT
14751_ADT,Progenitor cells,Prog_Mk,Progenitor cells_ADT
14752_ADT,T cell,CD8 Naive,T cell_ADT
14753_ADT,T cell,CD8 Effector_2,T cell_ADT
14754_ADT,T cell,MAIT,T cell_ADT
14755_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
14756_ADT,T cell,CD8 Naive,T cell_ADT
14757_ADT,T cell,CD8 Naive,T cell_ADT
14758_ADT,T cell,CD4 Memory,T cell_ADT
14759_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14760_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14761_ADT,T cell,CD4 Naive,T cell_ADT
14762_ADT,T cell,CD4 Memory,T cell_ADT
14763_ADT,B cell,Memory B,B cell_ADT
14764_ADT,T cell,CD8 Naive,T cell_ADT
14765_ADT,B cell,Naive B,B cell_ADT
14766_ADT,B cell,Naive B,B cell_ADT
14767_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14768_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14769_ADT,B cell,Naive B,B cell_ADT
14770_ADT,T cell,CD4 Memory,T cell_ADT
14771_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14772_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14773_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14774_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14775_ADT,Mono/DC,cDC2,Mono/DC_ADT
14776_ADT,T cell,MAIT,T cell_ADT
14777_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14778_ADT,B cell,Naive B,B cell_ADT
14779_ADT,B cell,Naive B,B cell_ADT
14780_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
14781_ADT,T cell,CD4 Memory,T cell_ADT
14782_ADT,B cell,Naive B,B cell_ADT
14783_ADT,T cell,CD4 Naive,T cell_ADT
14784_ADT,T cell,CD8 Naive,T cell_ADT
14785_ADT,T cell,CD8 Naive,T cell_ADT
14786_ADT,T cell,CD4 Memory,T cell_ADT
14787_ADT,B cell,Memory B,B cell_ADT
14788_ADT,Progenitor cells,GMP,Progenitor cells_ADT
14789_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
14790_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14791_ADT,T cell,Treg,T cell_ADT
14792_ADT,B cell,Memory B,B cell_ADT
14793_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14794_ADT,T cell,CD8 Naive,T cell_ADT
14795_ADT,T cell,CD4 Naive,T cell_ADT
14796_ADT,B cell,Memory B,B cell_ADT
14797_ADT,B cell,Naive B,B cell_ADT
14798_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14799_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14800_ADT,T cell,CD4 Memory,T cell_ADT
14801_ADT,T cell,CD4 Naive,T cell_ADT
14802_ADT,B cell,Memory B,B cell_ADT
14803_ADT,T cell,CD4 Memory,T cell_ADT
14804_ADT,T cell,MAIT,T cell_ADT
14805_ADT,B cell,Memory B,B cell_ADT
14806_ADT,NK,NK,NK_ADT
14807_ADT,B cell,Naive B,B cell_ADT
14808_ADT,T cell,CD4 Memory,T cell_ADT
14809_ADT,T cell,CD8 Naive,T cell_ADT
14810_ADT,Progenitor cells,GMP,Progenitor cells_ADT
14811_ADT,T cell,CD4 Memory,T cell_ADT
14812_ADT,T cell,CD4 Memory,T cell_ADT
14813_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14814_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14815_ADT,T cell,CD4 Naive,T cell_ADT
14816_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14817_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14818_ADT,Progenitor cells,GMP,Progenitor cells_ADT
14819_ADT,T cell,CD4 Naive,T cell_ADT
14820_ADT,T cell,CD8 Effector_1,T cell_ADT
14821_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14822_ADT,B cell,Naive B,B cell_ADT
14823_ADT,NK,NK,NK_ADT
14824_ADT,T cell,CD8 Naive,T cell_ADT
14825_ADT,T cell,CD4 Memory,T cell_ADT
14826_ADT,T cell,CD8 Naive,T cell_ADT
14827_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14828_ADT,T cell,CD8 Naive,T cell_ADT
14829_ADT,T cell,MAIT,T cell_ADT
14830_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14831_ADT,B cell,Naive B,B cell_ADT
14832_ADT,T cell,CD4 Naive,T cell_ADT
14833_ADT,T cell,CD8 Memory_1,T cell_ADT
14834_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14835_ADT,NK,NK,NK_ADT
14836_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14837_ADT,B cell,Memory B,B cell_ADT
14838_ADT,T cell,CD4 Memory,T cell_ADT
14839_ADT,Progenitor cells,GMP,Progenitor cells_ADT
14840_ADT,B cell,Naive B,B cell_ADT
14841_ADT,B cell,Naive B,B cell_ADT
14842_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14843_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14844_ADT,T cell,CD4 Memory,T cell_ADT
14845_ADT,T cell,CD4 Naive,T cell_ADT
14846_ADT,B cell,Naive B,B cell_ADT
14847_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14848_ADT,B cell,Memory B,B cell_ADT
14849_ADT,NK,NK,NK_ADT
14850_ADT,T cell,CD4 Naive,T cell_ADT
14851_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14852_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14853_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14854_ADT,T cell,CD4 Naive,T cell_ADT
14855_ADT,T cell,CD4 Naive,T cell_ADT
14856_ADT,T cell,CD4 Naive,T cell_ADT
14857_ADT,B cell,Memory B,B cell_ADT
14858_ADT,NK,NK,NK_ADT
14859_ADT,T cell,CD8 Naive,T cell_ADT
14860_ADT,B cell,Memory B,B cell_ADT
14861_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14862_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14863_ADT,T cell,CD4 Memory,T cell_ADT
14864_ADT,T cell,MAIT,T cell_ADT
14865_ADT,T cell,MAIT,T cell_ADT
14866_ADT,B cell,Memory B,B cell_ADT
14867_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14868_ADT,NK,NK,NK_ADT
14869_ADT,B cell,Naive B,B cell_ADT
14870_ADT,Progenitor cells,HSC,Progenitor cells_ADT
14871_ADT,T cell,CD4 Naive,T cell_ADT
14872_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14873_ADT,T cell,CD4 Memory,T cell_ADT
14874_ADT,B cell,Memory B,B cell_ADT
14875_ADT,B cell,Naive B,B cell_ADT
14876_ADT,T cell,CD8 Naive,T cell_ADT
14877_ADT,T cell,CD8 Effector_2,T cell_ADT
14878_ADT,T cell,gdT,T cell_ADT
14879_ADT,T cell,CD4 Naive,T cell_ADT
14880_ADT,NK,NK,NK_ADT
14881_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14882_ADT,T cell,CD8 Naive,T cell_ADT
14883_ADT,T cell,CD4 Naive,T cell_ADT
14884_ADT,T cell,CD8 Memory_1,T cell_ADT
14885_ADT,T cell,CD8 Naive,T cell_ADT
14886_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14887_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14888_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14889_ADT,T cell,CD8 Memory_2,T cell_ADT
14890_ADT,T cell,CD4 Memory,T cell_ADT
14891_ADT,NK,NK,NK_ADT
14892_ADT,T cell,CD4 Memory,T cell_ADT
14893_ADT,T cell,CD8 Memory_2,T cell_ADT
14894_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14895_ADT,B cell,Memory B,B cell_ADT
14896_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14897_ADT,T cell,CD8 Naive,T cell_ADT
14898_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14899_ADT,T cell,CD4 Naive,T cell_ADT
14900_ADT,T cell,CD8 Naive,T cell_ADT
14901_ADT,B cell,Memory B,B cell_ADT
14902_ADT,B cell,Naive B,B cell_ADT
14903_ADT,T cell,CD4 Memory,T cell_ADT
14904_ADT,T cell,CD8 Memory_2,T cell_ADT
14905_ADT,T cell,CD4 Naive,T cell_ADT
14906_ADT,NK,NK,NK_ADT
14907_ADT,T cell,Treg,T cell_ADT
14908_ADT,T cell,CD4 Naive,T cell_ADT
14909_ADT,B cell,Memory B,B cell_ADT
14910_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14911_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14912_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14913_ADT,Progenitor cells,Prog_B 1,Progenitor cells_ADT
14914_ADT,T cell,CD8 Naive,T cell_ADT
14915_ADT,T cell,MAIT,T cell_ADT
14916_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14917_ADT,T cell,CD8 Effector_2,T cell_ADT
14918_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14919_ADT,B cell,Naive B,B cell_ADT
14920_ADT,T cell,CD8 Naive,T cell_ADT
14921_ADT,B cell,Memory B,B cell_ADT
14922_ADT,T cell,CD4 Memory,T cell_ADT
14923_ADT,B cell,Memory B,B cell_ADT
14924_ADT,B cell,Naive B,B cell_ADT
14925_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
14926_ADT,B cell,Naive B,B cell_ADT
14927_ADT,B cell,Naive B,B cell_ADT
14928_ADT,T cell,CD8 Memory_1,T cell_ADT
14929_ADT,B cell,Naive B,B cell_ADT
14930_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14931_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14932_ADT,Progenitor cells,Prog_B 1,Progenitor cells_ADT
14933_ADT,T cell,CD4 Memory,T cell_ADT
14934_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14935_ADT,B cell,Memory B,B cell_ADT
14936_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14937_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
14938_ADT,T cell,CD8 Naive,T cell_ADT
14939_ADT,T cell,CD8 Naive,T cell_ADT
14940_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14941_ADT,T cell,CD4 Naive,T cell_ADT
14942_ADT,B cell,Plasmablast,B cell_ADT
14943_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
14944_ADT,T cell,CD4 Naive,T cell_ADT
14945_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14946_ADT,T cell,CD4 Naive,T cell_ADT
14947_ADT,T cell,CD4 Naive,T cell_ADT
14948_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14949_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14950_ADT,B cell,Memory B,B cell_ADT
14951_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14952_ADT,T cell,CD4 Naive,T cell_ADT
14953_ADT,T cell,CD8 Effector_1,T cell_ADT
14954_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14955_ADT,T cell,CD4 Naive,T cell_ADT
14956_ADT,B cell,Memory B,B cell_ADT
14957_ADT,T cell,CD8 Naive,T cell_ADT
14958_ADT,Mono/DC,pDC,Mono/DC_ADT
14959_ADT,T cell,CD8 Naive,T cell_ADT
14960_ADT,T cell,CD4 Memory,T cell_ADT
14961_ADT,B cell,Memory B,B cell_ADT
14962_ADT,T cell,CD8 Memory_2,T cell_ADT
14963_ADT,T cell,CD8 Effector_2,T cell_ADT
14964_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14965_ADT,T cell,CD4 Memory,T cell_ADT
14966_ADT,NK,NK,NK_ADT
14967_ADT,B cell,Naive B,B cell_ADT
14968_ADT,T cell,CD8 Naive,T cell_ADT
14969_ADT,NK,NK,NK_ADT
14970_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14971_ADT,B cell,Memory B,B cell_ADT
14972_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14973_ADT,T cell,CD4 Memory,T cell_ADT
14974_ADT,B cell,Naive B,B cell_ADT
14975_ADT,T cell,MAIT,T cell_ADT
14976_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14977_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14978_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
14979_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14980_ADT,T cell,CD8 Memory_2,T cell_ADT
14981_ADT,T cell,CD4 Naive,T cell_ADT
14982_ADT,T cell,CD8 Effector_1,T cell_ADT
14983_ADT,B cell,Naive B,B cell_ADT
14984_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14985_ADT,B cell,Naive B,B cell_ADT
14986_ADT,B cell,Memory B,B cell_ADT
14987_ADT,T cell,CD4 Naive,T cell_ADT
14988_ADT,B cell,Memory B,B cell_ADT
14989_ADT,T cell,CD8 Naive,T cell_ADT
14990_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14991_ADT,B cell,Memory B,B cell_ADT
14992_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14993_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
14994_ADT,T cell,CD8 Naive,T cell_ADT
14995_ADT,T cell,CD8 Memory_2,T cell_ADT
14996_ADT,T cell,CD8 Naive,T cell_ADT
14997_ADT,T cell,CD8 Memory_2,T cell_ADT
14998_ADT,T cell,CD4 Naive,T cell_ADT
14999_ADT,T cell,CD8 Naive,T cell_ADT
15000_ADT,NK,NK,NK_ADT
15001_ADT,T cell,gdT,T cell_ADT
15002_ADT,T cell,CD4 Memory,T cell_ADT
15003_ADT,T cell,CD8 Naive,T cell_ADT
15004_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15005_ADT,T cell,CD8 Effector_2,T cell_ADT
15006_ADT,T cell,CD8 Naive,T cell_ADT
15007_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15008_ADT,T cell,CD8 Naive,T cell_ADT
15009_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15010_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
15011_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
15012_ADT,T cell,CD4 Naive,T cell_ADT
15013_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15014_ADT,B cell,Naive B,B cell_ADT
15015_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15016_ADT,T cell,CD4 Naive,T cell_ADT
15017_ADT,B cell,Naive B,B cell_ADT
15018_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15019_ADT,T cell,CD4 Memory,T cell_ADT
15020_ADT,B cell,Naive B,B cell_ADT
15021_ADT,T cell,CD4 Memory,T cell_ADT
15022_ADT,T cell,CD4 Naive,T cell_ADT
15023_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15024_ADT,Mono/DC,pDC,Mono/DC_ADT
15025_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15026_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
15027_ADT,T cell,CD4 Naive,T cell_ADT
15028_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15029_ADT,T cell,CD4 Naive,T cell_ADT
15030_ADT,T cell,CD4 Naive,T cell_ADT
15031_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15032_ADT,T cell,CD8 Naive,T cell_ADT
15033_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
15034_ADT,T cell,CD4 Memory,T cell_ADT
15035_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15036_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15037_ADT,B cell,Memory B,B cell_ADT
15038_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
15039_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15040_ADT,T cell,CD8 Naive,T cell_ADT
15041_ADT,T cell,CD8 Naive,T cell_ADT
15042_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15043_ADT,T cell,MAIT,T cell_ADT
15044_ADT,T cell,CD8 Memory_1,T cell_ADT
15045_ADT,T cell,gdT,T cell_ADT
15046_ADT,B cell,Naive B,B cell_ADT
15047_ADT,Progenitor cells,GMP,Progenitor cells_ADT
15048_ADT,NK,NK,NK_ADT
15049_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15050_ADT,T cell,CD8 Memory_2,T cell_ADT
15051_ADT,T cell,CD4 Memory,T cell_ADT
15052_ADT,Progenitor cells,Prog_B 1,Progenitor cells_ADT
15053_ADT,Progenitor cells,HSC,Progenitor cells_ADT
15054_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15055_ADT,Mono/DC,cDC2,Mono/DC_ADT
15056_ADT,NK,NK,NK_ADT
15057_ADT,B cell,Memory B,B cell_ADT
15058_ADT,T cell,CD8 Naive,T cell_ADT
15059_ADT,T cell,CD4 Memory,T cell_ADT
15060_ADT,B cell,Naive B,B cell_ADT
15061_ADT,T cell,CD4 Memory,T cell_ADT
15062_ADT,T cell,CD8 Effector_1,T cell_ADT
15063_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15064_ADT,B cell,Memory B,B cell_ADT
15065_ADT,Progenitor cells,HSC,Progenitor cells_ADT
15066_ADT,T cell,CD4 Naive,T cell_ADT
15067_ADT,T cell,CD4 Naive,T cell_ADT
15068_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15069_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15070_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15071_ADT,T cell,CD8 Memory_2,T cell_ADT
15072_ADT,Mono/DC,pDC,Mono/DC_ADT
15073_ADT,Mono/DC,cDC2,Mono/DC_ADT
15074_ADT,T cell,CD8 Effector_2,T cell_ADT
15075_ADT,T cell,CD8 Naive,T cell_ADT
15076_ADT,Progenitor cells,GMP,Progenitor cells_ADT
15077_ADT,T cell,CD8 Naive,T cell_ADT
15078_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15079_ADT,B cell,Naive B,B cell_ADT
15080_ADT,T cell,CD4 Naive,T cell_ADT
15081_ADT,Mono/DC,cDC2,Mono/DC_ADT
15082_ADT,T cell,CD4 Naive,T cell_ADT
15083_ADT,T cell,CD4 Memory,T cell_ADT
15084_ADT,B cell,Naive B,B cell_ADT
15085_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15086_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15087_ADT,T cell,CD4 Memory,T cell_ADT
15088_ADT,NK,CD56 bright NK,NK_ADT
15089_ADT,T cell,CD4 Memory,T cell_ADT
15090_ADT,T cell,CD4 Naive,T cell_ADT
15091_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
15092_ADT,T cell,CD4 Naive,T cell_ADT
15093_ADT,T cell,CD4 Naive,T cell_ADT
15094_ADT,T cell,CD8 Memory_2,T cell_ADT
15095_ADT,T cell,CD8 Memory_1,T cell_ADT
15096_ADT,Progenitor cells,LMPP,Progenitor cells_ADT
15097_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
15098_ADT,T cell,CD4 Memory,T cell_ADT
15099_ADT,NK,NK,NK_ADT
15100_ADT,B cell,Naive B,B cell_ADT
15101_ADT,NK,NK,NK_ADT
15102_ADT,T cell,CD4 Naive,T cell_ADT
15103_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15104_ADT,Progenitor cells,Prog_RBC,Progenitor cells_ADT
15105_ADT,Mono/DC,cDC2,Mono/DC_ADT
15106_ADT,T cell,MAIT,T cell_ADT
15107_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
15108_ADT,B cell,Memory B,B cell_ADT
15109_ADT,Progenitor cells,GMP,Progenitor cells_ADT
15110_ADT,B cell,Naive B,B cell_ADT
15111_ADT,T cell,CD8 Naive,T cell_ADT
15112_ADT,T cell,CD8 Naive,T cell_ADT
15113_ADT,B cell,Naive B,B cell_ADT
15114_ADT,T cell,CD8 Effector_2,T cell_ADT
15115_ADT,T cell,CD4 Memory,T cell_ADT
15116_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15117_ADT,B cell,Naive B,B cell_ADT
15118_ADT,T cell,CD8 Effector_2,T cell_ADT
15119_ADT,T cell,CD8 Memory_2,T cell_ADT
15120_ADT,Progenitor cells,Prog_B 1,Progenitor cells_ADT
15121_ADT,T cell,CD4 Naive,T cell_ADT
15122_ADT,Mono/DC,CD16 Mono,Mono/DC_ADT
15123_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15124_ADT,NK,NK,NK_ADT
15125_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15126_ADT,T cell,CD8 Naive,T cell_ADT
15127_ADT,T cell,CD4 Naive,T cell_ADT
15128_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15129_ADT,T cell,CD8 Naive,T cell_ADT
15130_ADT,B cell,Memory B,B cell_ADT
15131_ADT,T cell,CD8 Naive,T cell_ADT
15132_ADT,T cell,CD8 Naive,T cell_ADT
15133_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15134_ADT,T cell,CD4 Naive,T cell_ADT
15135_ADT,T cell,CD4 Naive,T cell_ADT
15136_ADT,T cell,CD4 Naive,T cell_ADT
15137_ADT,T cell,CD4 Naive,T cell_ADT
15138_ADT,T cell,CD4 Memory,T cell_ADT
15139_ADT,T cell,CD4 Memory,T cell_ADT
15140_ADT,T cell,CD4 Naive,T cell_ADT
15141_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15142_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15143_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15144_ADT,T cell,MAIT,T cell_ADT
15145_ADT,B cell,Naive B,B cell_ADT
15146_ADT,T cell,CD4 Memory,T cell_ADT
15147_ADT,T cell,CD8 Naive,T cell_ADT
15148_ADT,T cell,CD8 Naive,T cell_ADT
15149_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15150_ADT,T cell,CD4 Naive,T cell_ADT
15151_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15152_ADT,T cell,CD4 Naive,T cell_ADT
15153_ADT,NK,CD56 bright NK,NK_ADT
15154_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15155_ADT,B cell,Naive B,B cell_ADT
15156_ADT,T cell,CD4 Naive,T cell_ADT
15157_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15158_ADT,T cell,CD4 Naive,T cell_ADT
15159_ADT,T cell,CD4 Naive,T cell_ADT
15160_ADT,T cell,CD8 Naive,T cell_ADT
15161_ADT,T cell,CD4 Naive,T cell_ADT
15162_ADT,T cell,CD4 Memory,T cell_ADT
15163_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15164_ADT,T cell,CD4 Memory,T cell_ADT
15165_ADT,Mono/DC,pDC,Mono/DC_ADT
15166_ADT,T cell,CD8 Naive,T cell_ADT
15167_ADT,Progenitor cells,HSC,Progenitor cells_ADT
15168_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15169_ADT,T cell,CD8 Naive,T cell_ADT
15170_ADT,T cell,CD4 Memory,T cell_ADT
15171_ADT,B cell,Naive B,B cell_ADT
15172_ADT,T cell,CD8 Effector_1,T cell_ADT
15173_ADT,B cell,Naive B,B cell_ADT
15174_ADT,T cell,CD8 Effector_1,T cell_ADT
15175_ADT,Progenitor cells,Prog_B 1,Progenitor cells_ADT
15176_ADT,T cell,CD8 Naive,T cell_ADT
15177_ADT,B cell,Naive B,B cell_ADT
15178_ADT,B cell,Memory B,B cell_ADT
15179_ADT,Mono/DC,cDC2,Mono/DC_ADT
15180_ADT,Progenitor cells,Prog_DC,Progenitor cells_ADT
15181_ADT,T cell,CD4 Memory,T cell_ADT
15182_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15183_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15184_ADT,T cell,CD4 Naive,T cell_ADT
15185_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15186_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15187_ADT,NK,NK,NK_ADT
15188_ADT,T cell,CD4 Naive,T cell_ADT
15189_ADT,T cell,CD4 Naive,T cell_ADT
15190_ADT,T cell,CD8 Naive,T cell_ADT
15191_ADT,T cell,CD4 Naive,T cell_ADT
15192_ADT,T cell,Treg,T cell_ADT
15193_ADT,T cell,CD8 Naive,T cell_ADT
15194_ADT,T cell,CD8 Naive,T cell_ADT
15195_ADT,Progenitor cells,Prog_B 1,Progenitor cells_ADT
15196_ADT,T cell,CD8 Effector_1,T cell_ADT
15197_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15198_ADT,T cell,CD4 Memory,T cell_ADT
15199_ADT,B cell,Naive B,B cell_ADT
15200_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15201_ADT,T cell,CD4 Memory,T cell_ADT
15202_ADT,Mono/DC,CD14 Mono,Mono/DC_ADT
15203_ADT,T cell,CD8 Memory_2,T cell_ADT
15204_ADT,T cell,CD4 Naive,T cell_ADT
15205_ADT,Progenitor cells,Prog_B 2,Progenitor cells_ADT
