Index,L1,L2,L1_02
15091_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
15092_RNA,T cell,CD4 Naive,T cell_RNA
15093_RNA,T cell,CD4 Naive,T cell_RNA
15094_RNA,T cell,CD8 Memory_2,T cell_RNA
15095_RNA,T cell,CD8 Memory_1,T cell_RNA
15096_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
15097_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
15098_RNA,T cell,CD4 Memory,T cell_RNA
15099_RNA,NK,NK,NK_RNA
15100_RNA,B cell,Naive B,B cell_RNA
15101_RNA,NK,NK,NK_RNA
15102_RNA,T cell,CD4 Naive,T cell_RNA
15103_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15104_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
15105_RNA,Mono/DC,cDC2,Mono/DC_RNA
15106_RNA,T cell,MAIT,T cell_RNA
15107_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
15108_RNA,B cell,Memory B,B cell_RNA
15109_RNA,Progenitor cells,GMP,Progenitor cells_RNA
15110_RNA,B cell,Naive B,B cell_RNA
15111_RNA,T cell,CD8 Naive,T cell_RNA
15112_RNA,T cell,CD8 Naive,T cell_RNA
15113_RNA,B cell,Naive B,B cell_RNA
15114_RNA,T cell,CD8 Effector_2,T cell_RNA
15115_RNA,T cell,CD4 Memory,T cell_RNA
15116_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15117_RNA,B cell,Naive B,B cell_RNA
15118_RNA,T cell,CD8 Effector_2,T cell_RNA
15119_RNA,T cell,CD8 Memory_2,T cell_RNA
15120_RNA,Progenitor cells,Prog_B 1,Progenitor cells_RNA
15121_RNA,T cell,CD4 Naive,T cell_RNA
15122_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
15123_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15124_RNA,NK,NK,NK_RNA
15125_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15126_RNA,T cell,CD8 Naive,T cell_RNA
15127_RNA,T cell,CD4 Naive,T cell_RNA
15128_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15129_RNA,T cell,CD8 Naive,T cell_RNA
15130_RNA,B cell,Memory B,B cell_RNA
15131_RNA,T cell,CD8 Naive,T cell_RNA
15132_RNA,T cell,CD8 Naive,T cell_RNA
15133_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15134_RNA,T cell,CD4 Naive,T cell_RNA
15135_RNA,T cell,CD4 Naive,T cell_RNA
15136_RNA,T cell,CD4 Naive,T cell_RNA
15137_RNA,T cell,CD4 Naive,T cell_RNA
15138_RNA,T cell,CD4 Memory,T cell_RNA
15139_RNA,T cell,CD4 Memory,T cell_RNA
15140_RNA,T cell,CD4 Naive,T cell_RNA
15141_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15142_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15143_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15144_RNA,T cell,MAIT,T cell_RNA
15145_RNA,B cell,Naive B,B cell_RNA
15146_RNA,T cell,CD4 Memory,T cell_RNA
15147_RNA,T cell,CD8 Naive,T cell_RNA
15148_RNA,T cell,CD8 Naive,T cell_RNA
15149_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15150_RNA,T cell,CD4 Naive,T cell_RNA
15151_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15152_RNA,T cell,CD4 Naive,T cell_RNA
15153_RNA,NK,CD56 bright NK,NK_RNA
15154_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15155_RNA,B cell,Naive B,B cell_RNA
15156_RNA,T cell,CD4 Naive,T cell_RNA
15157_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15158_RNA,T cell,CD4 Naive,T cell_RNA
15159_RNA,T cell,CD4 Naive,T cell_RNA
15160_RNA,T cell,CD8 Naive,T cell_RNA
15161_RNA,T cell,CD4 Naive,T cell_RNA
15162_RNA,T cell,CD4 Memory,T cell_RNA
15163_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15164_RNA,T cell,CD4 Memory,T cell_RNA
15165_RNA,Mono/DC,pDC,Mono/DC_RNA
15166_RNA,T cell,CD8 Naive,T cell_RNA
15167_RNA,Progenitor cells,HSC,Progenitor cells_RNA
15168_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15169_RNA,T cell,CD8 Naive,T cell_RNA
15170_RNA,T cell,CD4 Memory,T cell_RNA
15171_RNA,B cell,Naive B,B cell_RNA
15172_RNA,T cell,CD8 Effector_1,T cell_RNA
15173_RNA,B cell,Naive B,B cell_RNA
15174_RNA,T cell,CD8 Effector_1,T cell_RNA
15175_RNA,Progenitor cells,Prog_B 1,Progenitor cells_RNA
15176_RNA,T cell,CD8 Naive,T cell_RNA
15177_RNA,B cell,Naive B,B cell_RNA
15178_RNA,B cell,Memory B,B cell_RNA
15179_RNA,Mono/DC,cDC2,Mono/DC_RNA
15180_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
15181_RNA,T cell,CD4 Memory,T cell_RNA
15182_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15183_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15184_RNA,T cell,CD4 Naive,T cell_RNA
15185_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15186_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15187_RNA,NK,NK,NK_RNA
15188_RNA,T cell,CD4 Naive,T cell_RNA
15189_RNA,T cell,CD4 Naive,T cell_RNA
15190_RNA,T cell,CD8 Naive,T cell_RNA
15191_RNA,T cell,CD4 Naive,T cell_RNA
15192_RNA,T cell,Treg,T cell_RNA
15193_RNA,T cell,CD8 Naive,T cell_RNA
15194_RNA,T cell,CD8 Naive,T cell_RNA
15195_RNA,Progenitor cells,Prog_B 1,Progenitor cells_RNA
15196_RNA,T cell,CD8 Effector_1,T cell_RNA
15197_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15198_RNA,T cell,CD4 Memory,T cell_RNA
15199_RNA,B cell,Naive B,B cell_RNA
15200_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15201_RNA,T cell,CD4 Memory,T cell_RNA
15202_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15203_RNA,T cell,CD8 Memory_2,T cell_RNA
15204_RNA,T cell,CD4 Naive,T cell_RNA
15205_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
15206_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
15207_RNA,Progenitor cells,GMP,Progenitor cells_RNA
15208_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
15209_RNA,B cell,Naive B,B cell_RNA
15210_RNA,B cell,Naive B,B cell_RNA
15211_RNA,T cell,CD4 Memory,T cell_RNA
15212_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15213_RNA,T cell,CD8 Naive,T cell_RNA
15214_RNA,T cell,CD8 Effector_1,T cell_RNA
15215_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15216_RNA,T cell,CD8 Naive,T cell_RNA
15217_RNA,NK,NK,NK_RNA
15218_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
15219_RNA,T cell,CD4 Memory,T cell_RNA
15220_RNA,T cell,CD4 Memory,T cell_RNA
15221_RNA,T cell,CD4 Naive,T cell_RNA
15222_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15223_RNA,T cell,CD4 Memory,T cell_RNA
15224_RNA,T cell,CD4 Naive,T cell_RNA
15225_RNA,T cell,CD8 Naive,T cell_RNA
15226_RNA,T cell,CD4 Memory,T cell_RNA
15227_RNA,B cell,Naive B,B cell_RNA
15228_RNA,B cell,Memory B,B cell_RNA
15229_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15230_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15231_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15232_RNA,T cell,CD8 Memory_2,T cell_RNA
15233_RNA,T cell,CD4 Memory,T cell_RNA
15234_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
15235_RNA,T cell,CD4 Memory,T cell_RNA
15236_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15237_RNA,T cell,CD8 Naive,T cell_RNA
15238_RNA,T cell,CD4 Memory,T cell_RNA
15239_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
15240_RNA,T cell,CD4 Memory,T cell_RNA
15241_RNA,T cell,CD4 Naive,T cell_RNA
15242_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15243_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
15244_RNA,Progenitor cells,GMP,Progenitor cells_RNA
15245_RNA,NK,NK,NK_RNA
15246_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15247_RNA,T cell,CD4 Naive,T cell_RNA
15248_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15249_RNA,T cell,CD4 Naive,T cell_RNA
15250_RNA,T cell,CD4 Naive,T cell_RNA
15251_RNA,T cell,CD8 Naive,T cell_RNA
15252_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15253_RNA,T cell,CD4 Naive,T cell_RNA
15254_RNA,T cell,CD8 Memory_2,T cell_RNA
15255_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15256_RNA,B cell,Memory B,B cell_RNA
15257_RNA,T cell,CD8 Effector_1,T cell_RNA
15258_RNA,T cell,CD4 Naive,T cell_RNA
15259_RNA,Progenitor cells,GMP,Progenitor cells_RNA
15260_RNA,Mono/DC,pDC,Mono/DC_RNA
15261_RNA,NK,NK,NK_RNA
15262_RNA,Mono/DC,cDC2,Mono/DC_RNA
15263_RNA,T cell,MAIT,T cell_RNA
15264_RNA,B cell,Naive B,B cell_RNA
15265_RNA,T cell,CD8 Naive,T cell_RNA
15266_RNA,T cell,CD4 Memory,T cell_RNA
15267_RNA,NK,NK,NK_RNA
15268_RNA,B cell,Plasmablast,B cell_RNA
15269_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15270_RNA,T cell,CD4 Memory,T cell_RNA
15271_RNA,T cell,CD4 Naive,T cell_RNA
15272_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
15273_RNA,T cell,CD8 Memory_2,T cell_RNA
15274_RNA,T cell,CD4 Naive,T cell_RNA
15275_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15276_RNA,T cell,CD4 Memory,T cell_RNA
15277_RNA,B cell,Memory B,B cell_RNA
15278_RNA,NK,NK,NK_RNA
15279_RNA,T cell,CD8 Effector_1,T cell_RNA
15280_RNA,T cell,CD4 Naive,T cell_RNA
15281_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
15282_RNA,NK,NK,NK_RNA
15283_RNA,NK,NK,NK_RNA
15284_RNA,B cell,Naive B,B cell_RNA
15285_RNA,T cell,CD4 Naive,T cell_RNA
15286_RNA,T cell,CD4 Memory,T cell_RNA
15287_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15288_RNA,Progenitor cells,GMP,Progenitor cells_RNA
15289_RNA,T cell,CD4 Naive,T cell_RNA
15290_RNA,T cell,CD8 Naive,T cell_RNA
15291_RNA,T cell,CD4 Naive,T cell_RNA
15292_RNA,B cell,Naive B,B cell_RNA
15293_RNA,T cell,CD8 Effector_1,T cell_RNA
15294_RNA,NK,NK,NK_RNA
15295_RNA,T cell,CD8 Effector_1,T cell_RNA
15296_RNA,T cell,CD8 Naive,T cell_RNA
15297_RNA,T cell,CD4 Naive,T cell_RNA
15298_RNA,T cell,CD4 Memory,T cell_RNA
15299_RNA,T cell,CD4 Memory,T cell_RNA
15300_RNA,T cell,CD4 Naive,T cell_RNA
15301_RNA,T cell,CD4 Naive,T cell_RNA
15302_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15303_RNA,T cell,CD8 Naive,T cell_RNA
15304_RNA,T cell,CD4 Naive,T cell_RNA
15305_RNA,B cell,Memory B,B cell_RNA
15306_RNA,T cell,CD4 Memory,T cell_RNA
15307_RNA,NK,CD56 bright NK,NK_RNA
15308_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
15309_RNA,T cell,CD8 Effector_2,T cell_RNA
15310_RNA,B cell,Naive B,B cell_RNA
15311_RNA,T cell,MAIT,T cell_RNA
15312_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15313_RNA,T cell,CD4 Memory,T cell_RNA
15314_RNA,Progenitor cells,Prog_Mk,Progenitor cells_RNA
15315_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15316_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15317_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15318_RNA,Progenitor cells,GMP,Progenitor cells_RNA
15319_RNA,B cell,Naive B,B cell_RNA
15320_RNA,T cell,CD4 Memory,T cell_RNA
15321_RNA,NK,NK,NK_RNA
15322_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
15323_RNA,Mono/DC,cDC2,Mono/DC_RNA
15324_RNA,T cell,CD4 Naive,T cell_RNA
15325_RNA,T cell,CD4 Naive,T cell_RNA
15326_RNA,T cell,CD4 Naive,T cell_RNA
15327_RNA,B cell,Naive B,B cell_RNA
15328_RNA,T cell,CD4 Naive,T cell_RNA
15329_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15330_RNA,Mono/DC,cDC2,Mono/DC_RNA
15331_RNA,T cell,CD8 Memory_1,T cell_RNA
15332_RNA,T cell,CD4 Memory,T cell_RNA
15333_RNA,T cell,MAIT,T cell_RNA
15334_RNA,T cell,CD8 Naive,T cell_RNA
15335_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15336_RNA,T cell,CD8 Memory_2,T cell_RNA
15337_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15338_RNA,B cell,Naive B,B cell_RNA
15339_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15340_RNA,B cell,Naive B,B cell_RNA
15341_RNA,T cell,CD4 Naive,T cell_RNA
15342_RNA,T cell,CD4 Memory,T cell_RNA
15343_RNA,T cell,CD4 Memory,T cell_RNA
15344_RNA,T cell,CD8 Effector_1,T cell_RNA
15345_RNA,B cell,Naive B,B cell_RNA
15346_RNA,T cell,CD4 Memory,T cell_RNA
15347_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15348_RNA,T cell,CD4 Naive,T cell_RNA
15349_RNA,B cell,Memory B,B cell_RNA
15350_RNA,T cell,CD8 Naive,T cell_RNA
15351_RNA,T cell,CD8 Naive,T cell_RNA
15352_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15353_RNA,T cell,CD8 Naive,T cell_RNA
15354_RNA,T cell,CD8 Memory_2,T cell_RNA
15355_RNA,T cell,CD4 Naive,T cell_RNA
15356_RNA,NK,CD56 bright NK,NK_RNA
15357_RNA,T cell,CD8 Naive,T cell_RNA
15358_RNA,T cell,CD8 Effector_2,T cell_RNA
15359_RNA,T cell,CD8 Naive,T cell_RNA
15360_RNA,B cell,Naive B,B cell_RNA
15361_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15362_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15363_RNA,T cell,CD4 Naive,T cell_RNA
15364_RNA,NK,NK,NK_RNA
15365_RNA,T cell,gdT,T cell_RNA
15366_RNA,T cell,CD8 Naive,T cell_RNA
15367_RNA,Progenitor cells,GMP,Progenitor cells_RNA
15368_RNA,B cell,Memory B,B cell_RNA
15369_RNA,T cell,CD8 Naive,T cell_RNA
15370_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15371_RNA,T cell,CD4 Naive,T cell_RNA
15372_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15373_RNA,NK,CD56 bright NK,NK_RNA
15374_RNA,T cell,CD8 Naive,T cell_RNA
15375_RNA,T cell,CD8 Effector_1,T cell_RNA
15376_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15377_RNA,T cell,CD4 Naive,T cell_RNA
15378_RNA,B cell,Naive B,B cell_RNA
15379_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15380_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15381_RNA,T cell,CD4 Memory,T cell_RNA
15382_RNA,T cell,Treg,T cell_RNA
15383_RNA,T cell,CD4 Memory,T cell_RNA
15384_RNA,T cell,CD4 Memory,T cell_RNA
15385_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15386_RNA,T cell,CD8 Naive,T cell_RNA
15387_RNA,T cell,CD4 Naive,T cell_RNA
15388_RNA,T cell,CD4 Memory,T cell_RNA
15389_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15390_RNA,T cell,CD8 Naive,T cell_RNA
15391_RNA,T cell,CD8 Memory_1,T cell_RNA
15392_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15393_RNA,NK,CD56 bright NK,NK_RNA
15394_RNA,T cell,CD4 Memory,T cell_RNA
15395_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
15396_RNA,T cell,CD8 Naive,T cell_RNA
15397_RNA,T cell,MAIT,T cell_RNA
15398_RNA,T cell,CD8 Effector_1,T cell_RNA
15399_RNA,T cell,CD8 Memory_2,T cell_RNA
15400_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
15401_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
15402_RNA,Progenitor cells,Prog_Mk,Progenitor cells_RNA
15403_RNA,T cell,CD4 Naive,T cell_RNA
15404_RNA,T cell,CD4 Naive,T cell_RNA
15405_RNA,T cell,CD8 Memory_2,T cell_RNA
15406_RNA,T cell,CD4 Memory,T cell_RNA
15407_RNA,T cell,CD8 Naive,T cell_RNA
15408_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15409_RNA,T cell,CD4 Memory,T cell_RNA
15410_RNA,T cell,CD4 Naive,T cell_RNA
15411_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15412_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15413_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15414_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15415_RNA,T cell,CD4 Naive,T cell_RNA
15416_RNA,T cell,CD4 Naive,T cell_RNA
15417_RNA,T cell,CD4 Naive,T cell_RNA
15418_RNA,T cell,CD8 Naive,T cell_RNA
15419_RNA,NK,NK,NK_RNA
15420_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15421_RNA,T cell,CD8 Memory_2,T cell_RNA
15422_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15423_RNA,NK,CD56 bright NK,NK_RNA
15424_RNA,B cell,Memory B,B cell_RNA
15425_RNA,T cell,CD8 Naive,T cell_RNA
15426_RNA,Progenitor cells,Prog_B 1,Progenitor cells_RNA
15427_RNA,B cell,Naive B,B cell_RNA
15428_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15429_RNA,T cell,CD4 Naive,T cell_RNA
15430_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15431_RNA,T cell,CD8 Naive,T cell_RNA
15432_RNA,T cell,CD8 Naive,T cell_RNA
15433_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15434_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
15435_RNA,B cell,Memory B,B cell_RNA
15436_RNA,T cell,CD8 Naive,T cell_RNA
15437_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15438_RNA,T cell,CD4 Naive,T cell_RNA
15439_RNA,T cell,CD8 Naive,T cell_RNA
15440_RNA,T cell,CD8 Effector_1,T cell_RNA
15441_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
15442_RNA,T cell,Treg,T cell_RNA
15443_RNA,T cell,Treg,T cell_RNA
15444_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15445_RNA,T cell,CD4 Naive,T cell_RNA
15446_RNA,T cell,CD8 Naive,T cell_RNA
15447_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
15448_RNA,B cell,Plasmablast,B cell_RNA
15449_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15450_RNA,T cell,CD4 Naive,T cell_RNA
15451_RNA,T cell,CD4 Naive,T cell_RNA
15452_RNA,T cell,CD8 Effector_1,T cell_RNA
15453_RNA,T cell,CD4 Memory,T cell_RNA
15454_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
15455_RNA,T cell,CD4 Naive,T cell_RNA
15456_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
15457_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15458_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15459_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15460_RNA,B cell,Naive B,B cell_RNA
15461_RNA,T cell,CD8 Naive,T cell_RNA
15462_RNA,T cell,CD8 Naive,T cell_RNA
15463_RNA,T cell,CD4 Memory,T cell_RNA
15464_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15465_RNA,T cell,CD8 Effector_1,T cell_RNA
15466_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15467_RNA,T cell,MAIT,T cell_RNA
15468_RNA,T cell,CD4 Memory,T cell_RNA
15469_RNA,T cell,CD4 Memory,T cell_RNA
15470_RNA,T cell,CD8 Memory_1,T cell_RNA
15471_RNA,T cell,CD8 Naive,T cell_RNA
15472_RNA,T cell,CD8 Naive,T cell_RNA
15473_RNA,T cell,CD8 Effector_1,T cell_RNA
15474_RNA,T cell,CD4 Naive,T cell_RNA
15475_RNA,B cell,Plasmablast,B cell_RNA
15476_RNA,B cell,Memory B,B cell_RNA
15477_RNA,B cell,Memory B,B cell_RNA
15478_RNA,B cell,Naive B,B cell_RNA
15479_RNA,B cell,Memory B,B cell_RNA
15480_RNA,T cell,CD8 Naive,T cell_RNA
15481_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15482_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15483_RNA,B cell,Memory B,B cell_RNA
15484_RNA,Progenitor cells,HSC,Progenitor cells_RNA
15485_RNA,T cell,CD8 Naive,T cell_RNA
15486_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15487_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15488_RNA,B cell,Memory B,B cell_RNA
15489_RNA,B cell,Memory B,B cell_RNA
15490_RNA,Mono/DC,cDC2,Mono/DC_RNA
15491_RNA,NK,NK,NK_RNA
15492_RNA,T cell,CD4 Naive,T cell_RNA
15493_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15494_RNA,T cell,gdT,T cell_RNA
15495_RNA,T cell,CD8 Naive,T cell_RNA
15496_RNA,T cell,CD4 Memory,T cell_RNA
15497_RNA,B cell,Naive B,B cell_RNA
15498_RNA,T cell,CD8 Naive,T cell_RNA
15499_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15500_RNA,T cell,CD8 Memory_2,T cell_RNA
15501_RNA,T cell,CD4 Naive,T cell_RNA
15502_RNA,T cell,CD8 Naive,T cell_RNA
15503_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
15504_RNA,T cell,CD8 Naive,T cell_RNA
15505_RNA,Mono/DC,cDC2,Mono/DC_RNA
15506_RNA,B cell,Naive B,B cell_RNA
15507_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15508_RNA,B cell,Memory B,B cell_RNA
15509_RNA,Mono/DC,pDC,Mono/DC_RNA
15510_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15511_RNA,T cell,MAIT,T cell_RNA
15512_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15513_RNA,T cell,CD8 Naive,T cell_RNA
15514_RNA,T cell,CD4 Naive,T cell_RNA
15515_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15516_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15517_RNA,NK,NK,NK_RNA
15518_RNA,T cell,CD8 Naive,T cell_RNA
15519_RNA,T cell,CD4 Memory,T cell_RNA
15520_RNA,T cell,MAIT,T cell_RNA
15521_RNA,T cell,CD8 Memory_1,T cell_RNA
15522_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15523_RNA,T cell,CD8 Naive,T cell_RNA
15524_RNA,T cell,CD4 Memory,T cell_RNA
15525_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
15526_RNA,B cell,Memory B,B cell_RNA
15527_RNA,T cell,CD8 Naive,T cell_RNA
15528_RNA,T cell,CD4 Memory,T cell_RNA
15529_RNA,T cell,CD8 Naive,T cell_RNA
15530_RNA,Progenitor cells,GMP,Progenitor cells_RNA
15531_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15532_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
15533_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15534_RNA,T cell,CD4 Memory,T cell_RNA
15535_RNA,T cell,CD8 Memory_1,T cell_RNA
15536_RNA,T cell,CD8 Naive,T cell_RNA
15537_RNA,T cell,CD8 Memory_1,T cell_RNA
15538_RNA,T cell,CD4 Memory,T cell_RNA
15539_RNA,T cell,CD8 Effector_1,T cell_RNA
15540_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15541_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
15542_RNA,T cell,CD8 Naive,T cell_RNA
15543_RNA,T cell,CD8 Memory_1,T cell_RNA
15544_RNA,T cell,CD8 Naive,T cell_RNA
15545_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15546_RNA,B cell,Naive B,B cell_RNA
15547_RNA,T cell,CD4 Memory,T cell_RNA
15548_RNA,T cell,MAIT,T cell_RNA
15549_RNA,T cell,CD8 Naive,T cell_RNA
15550_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15551_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15552_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15553_RNA,Mono/DC,cDC2,Mono/DC_RNA
15554_RNA,T cell,CD4 Naive,T cell_RNA
15555_RNA,B cell,Naive B,B cell_RNA
15556_RNA,Progenitor cells,HSC,Progenitor cells_RNA
15557_RNA,T cell,CD4 Naive,T cell_RNA
15558_RNA,Progenitor cells,GMP,Progenitor cells_RNA
15559_RNA,T cell,CD4 Naive,T cell_RNA
15560_RNA,B cell,Memory B,B cell_RNA
15561_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15562_RNA,T cell,CD4 Naive,T cell_RNA
15563_RNA,NK,NK,NK_RNA
15564_RNA,T cell,CD4 Naive,T cell_RNA
15565_RNA,B cell,Memory B,B cell_RNA
15566_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15567_RNA,T cell,Treg,T cell_RNA
15568_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
15569_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15570_RNA,T cell,CD8 Effector_1,T cell_RNA
15571_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
15572_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
15573_RNA,T cell,CD4 Memory,T cell_RNA
15574_RNA,T cell,CD4 Naive,T cell_RNA
15575_RNA,T cell,CD4 Naive,T cell_RNA
15576_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
15577_RNA,T cell,CD4 Naive,T cell_RNA
15578_RNA,Mono/DC,pDC,Mono/DC_RNA
15579_RNA,T cell,CD4 Memory,T cell_RNA
15580_RNA,T cell,CD4 Memory,T cell_RNA
15581_RNA,B cell,Naive B,B cell_RNA
15582_RNA,T cell,gdT,T cell_RNA
