Index,cell_type,cell_type_02
9659,Monocytes,Monocytes_target
9660,CD8,CD8_target
9661,Monocytes,Monocytes_target
9662,Monocytes,Monocytes_target
9663,Monocytes,Monocytes_target
9664,B Cells,B Cells_target
9665,Monocytes,Monocytes_target
9666,Monocytes,Monocytes_target
9667,CD8,CD8_target
9668,NK,NK_target
9669,CD8,CD8_target
9670,Monocytes,Monocytes_target
9671,CD4,CD4_target
9672,CD8,CD8_target
9673,B Cells,B Cells_target
9674,Monocytes,Monocytes_target
9675,CD8,CD8_target
9676,B Cells,B Cells_target
9677,Monocytes,Monocytes_target
9678,CD4,CD4_target
9679,CD8,CD8_target
9680,Monocytes,Monocytes_target
9681,CD4,CD4_target
9682,CD8,CD8_target
9683,Monocytes,Monocytes_target
9684,CD4,CD4_target
9685,NK,NK_target
9686,HSPC,HSPC_target
9687,CD8,CD8_target
9688,Monocytes,Monocytes_target
9689,CD8,CD8_target
9690,CD4,CD4_target
9691,Monocytes,Monocytes_target
9692,B Cells,B Cells_target
9693,B Cells,B Cells_target
9694,Monocytes,Monocytes_target
9695,CD8,CD8_target
9696,Monocytes,Monocytes_target
9697,B Cells,B Cells_target
9698,NK,NK_target
9699,Monocytes,Monocytes_target
9700,Monocytes,Monocytes_target
9701,CD8,CD8_target
9702,CD4,CD4_target
9703,CD8,CD8_target
9704,CD8,CD8_target
9705,CD8,CD8_target
9706,Monocytes,Monocytes_target
9707,Monocytes,Monocytes_target
9708,CD8,CD8_target
9709,CD8,CD8_target
9710,Monocytes,Monocytes_target
9711,CD4,CD4_target
9712,CD4,CD4_target
9713,CD4,CD4_target
9714,CD4,CD4_target
9715,MAIT,MAIT_target
9716,CD4,CD4_target
9717,CD8,CD8_target
9718,CD4,CD4_target
9719,B Cells,B Cells_target
9720,Monocytes,Monocytes_target
9721,B Cells,B Cells_target
9722,CD8,CD8_target
9723,CD8,CD8_target
9724,Monocytes,Monocytes_target
9725,B Cells,B Cells_target
9726,NK,NK_target
9727,CD4,CD4_target
9728,CD4,CD4_target
9729,CD8,CD8_target
9730,B Cells,B Cells_target
9731,Monocytes,Monocytes_target
9732,CD8,CD8_target
9733,Monocytes,Monocytes_target
9734,B Cells,B Cells_target
9735,CD8,CD8_target
9736,B Cells,B Cells_target
9737,CD8,CD8_target
9738,CD8,CD8_target
9739,CD4,CD4_target
9740,Monocytes,Monocytes_target
9741,CD4,CD4_target
9742,Monocytes,Monocytes_target
9743,B Cells,B Cells_target
9744,CD8,CD8_target
9745,CD8,CD8_target
9746,CD4,CD4_target
9747,CD4,CD4_target
9748,CD8,CD8_target
9749,NK,NK_target
9750,CD4,CD4_target
9751,MAIT,MAIT_target
9752,Monocytes,Monocytes_target
9753,CD8,CD8_target
9754,Monocytes,Monocytes_target
9755,NK,NK_target
9756,B Cells,B Cells_target
9757,Monocytes,Monocytes_target
9758,Monocytes,Monocytes_target
9759,CD8,CD8_target
9760,CD8,CD8_target
9761,NK,NK_target
9762,NK,NK_target
9763,CD4,CD4_target
9764,Monocytes,Monocytes_target
9765,Monocytes,Monocytes_target
9766,Monocytes,Monocytes_target
9767,Monocytes,Monocytes_target
9768,Monocytes,Monocytes_target
9769,CD4,CD4_target
9770,CD8,CD8_target
9771,CD4,CD4_target
9772,NK,NK_target
9773,Monocytes,Monocytes_target
9774,CD4,CD4_target
9775,CD8,CD8_target
9776,CD4,CD4_target
9777,CD8,CD8_target
9778,B Cells,B Cells_target
9779,CD4,CD4_target
9780,B Cells,B Cells_target
9781,MAIT,MAIT_target
9782,CD4,CD4_target
9783,B Cells,B Cells_target
9784,CD8,CD8_target
9785,CD4,CD4_target
9786,Monocytes,Monocytes_target
9787,Monocytes,Monocytes_target
9788,CD8,CD8_target
9789,NK,NK_target
9790,Monocytes,Monocytes_target
9791,NK,NK_target
9792,Monocytes,Monocytes_target
9793,B Cells,B Cells_target
9794,Monocytes,Monocytes_target
9795,Monocytes,Monocytes_target
9796,CD8,CD8_target
9797,Monocytes,Monocytes_target
9798,CD4,CD4_target
9799,NK,NK_target
9800,CD4,CD4_target
9801,CD4,CD4_target
9802,CD4,CD4_target
9803,CD4,CD4_target
9804,CD4,CD4_target
9805,CD4,CD4_target
9806,CD4,CD4_target
9807,NK,NK_target
9808,Monocytes,Monocytes_target
9809,CD8,CD8_target
9810,MAIT,MAIT_target
9811,Monocytes,Monocytes_target
9812,Monocytes,Monocytes_target
9813,Monocytes,Monocytes_target
9814,CD8,CD8_target
9815,CD8,CD8_target
9816,Monocytes,Monocytes_target
9817,CD4,CD4_target
9818,Monocytes,Monocytes_target
9819,Monocytes,Monocytes_target
9820,CD8,CD8_target
9821,CD4,CD4_target
9822,NK,NK_target
9823,Monocytes,Monocytes_target
9824,Monocytes,Monocytes_target
9825,CD4,CD4_target
9826,Dendritic Cells,Dendritic Cells_target
9827,NK,NK_target
9828,CD4,CD4_target
9829,Monocytes,Monocytes_target
9830,CD8,CD8_target
9831,Monocytes,Monocytes_target
9832,Monocytes,Monocytes_target
9833,CD4,CD4_target
9834,Monocytes,Monocytes_target
9835,Monocytes,Monocytes_target
9836,Monocytes,Monocytes_target
9837,CD8,CD8_target
9838,Monocytes,Monocytes_target
9839,Dendritic Cells,Dendritic Cells_target
9840,Dendritic Cells,Dendritic Cells_target
9841,MAIT,MAIT_target
9842,Monocytes,Monocytes_target
9843,Monocytes,Monocytes_target
9844,CD4,CD4_target
9845,NK,NK_target
9846,B Cells,B Cells_target
9847,Monocytes,Monocytes_target
9848,CD4,CD4_target
9849,Monocytes,Monocytes_target
9850,CD8,CD8_target
9851,CD4,CD4_target
9852,CD8,CD8_target
9853,CD4,CD4_target
9854,CD4,CD4_target
9855,Monocytes,Monocytes_target
9856,CD4,CD4_target
9857,Monocytes,Monocytes_target
9858,CD8,CD8_target
9859,CD8,CD8_target
9860,CD8,CD8_target
9861,Monocytes,Monocytes_target
9862,CD4,CD4_target
9863,CD4,CD4_target
9864,CD4,CD4_target
9865,MAIT,MAIT_target
9866,B Cells,B Cells_target
9867,Dendritic Cells,Dendritic Cells_target
9868,Monocytes,Monocytes_target
9869,Monocytes,Monocytes_target
9870,CD4,CD4_target
9871,NK,NK_target
9872,CD4,CD4_target
9873,HSPC,HSPC_target
9874,CD8,CD8_target
9875,Monocytes,Monocytes_target
9876,Monocytes,Monocytes_target
9877,B Cells,B Cells_target
9878,CD4,CD4_target
9879,CD8,CD8_target
9880,Monocytes,Monocytes_target
9881,Monocytes,Monocytes_target
9882,CD4,CD4_target
9883,Monocytes,Monocytes_target
9884,B Cells,B Cells_target
9885,CD4,CD4_target
9886,CD8,CD8_target
9887,B Cells,B Cells_target
9888,CD8,CD8_target
9889,CD4,CD4_target
9890,CD4,CD4_target
9891,NK,NK_target
9892,Monocytes,Monocytes_target
9893,Monocytes,Monocytes_target
9894,CD8,CD8_target
9895,CD4,CD4_target
9896,MAIT,MAIT_target
9897,Monocytes,Monocytes_target
9898,B Cells,B Cells_target
9899,CD8,CD8_target
9900,Monocytes,Monocytes_target
9901,CD8,CD8_target
9902,Monocytes,Monocytes_target
9903,B Cells,B Cells_target
9904,Monocytes,Monocytes_target
9905,CD8,CD8_target
9906,CD4,CD4_target
9907,Monocytes,Monocytes_target
9908,CD4,CD4_target
9909,CD4,CD4_target
9910,Dendritic Cells,Dendritic Cells_target
9911,CD8,CD8_target
9912,CD4,CD4_target
9913,Monocytes,Monocytes_target
9914,B Cells,B Cells_target
9915,CD4,CD4_target
9916,NK,NK_target
9917,CD4,CD4_target
9918,CD4,CD4_target
9919,B Cells,B Cells_target
9920,Monocytes,Monocytes_target
9921,CD8,CD8_target
9922,NK,NK_target
9923,CD8,CD8_target
9924,CD4,CD4_target
9925,B Cells,B Cells_target
9926,Monocytes,Monocytes_target
9927,Monocytes,Monocytes_target
9928,Monocytes,Monocytes_target
9929,Dendritic Cells,Dendritic Cells_target
9930,Monocytes,Monocytes_target
9931,Monocytes,Monocytes_target
9932,CD4,CD4_target
9933,CD8,CD8_target
9934,Monocytes,Monocytes_target
9935,CD4,CD4_target
9936,CD4,CD4_target
9937,CD8,CD8_target
9938,NK,NK_target
9939,Monocytes,Monocytes_target
9940,Monocytes,Monocytes_target
9941,Monocytes,Monocytes_target
9942,CD4,CD4_target
9943,CD4,CD4_target
9944,Monocytes,Monocytes_target
9945,Dendritic Cells,Dendritic Cells_target
9946,CD8,CD8_target
9947,CD8,CD8_target
9948,Monocytes,Monocytes_target
9949,Monocytes,Monocytes_target
9950,B Cells,B Cells_target
9951,CD8,CD8_target
9952,Monocytes,Monocytes_target
9953,Monocytes,Monocytes_target
9954,NK,NK_target
9955,CD4,CD4_target
9956,CD4,CD4_target
9957,MAIT,MAIT_target
9958,CD4,CD4_target
9959,Monocytes,Monocytes_target
9960,Monocytes,Monocytes_target
9961,Monocytes,Monocytes_target
9962,B Cells,B Cells_target
9963,Monocytes,Monocytes_target
9964,CD4,CD4_target
9965,CD8,CD8_target
9966,Dendritic Cells,Dendritic Cells_target
9967,B Cells,B Cells_target
9968,CD4,CD4_target
9969,CD4,CD4_target
9970,Dendritic Cells,Dendritic Cells_target
9971,Monocytes,Monocytes_target
9972,Monocytes,Monocytes_target
9973,CD4,CD4_target
9974,Monocytes,Monocytes_target
9975,CD8,CD8_target
9976,Monocytes,Monocytes_target
9977,Monocytes,Monocytes_target
9978,Dendritic Cells,Dendritic Cells_target
9979,CD4,CD4_target
9980,CD4,CD4_target
9981,Dendritic Cells,Dendritic Cells_target
9982,CD4,CD4_target
9983,CD4,CD4_target
9984,Monocytes,Monocytes_target
9985,Monocytes,Monocytes_target
9986,CD8,CD8_target
9987,CD4,CD4_target
9988,CD8,CD8_target
9989,Monocytes,Monocytes_target
9990,CD8,CD8_target
9991,B Cells,B Cells_target
9992,CD8,CD8_target
9993,CD4,CD4_target
9994,Monocytes,Monocytes_target
9995,Monocytes,Monocytes_target
9996,B Cells,B Cells_target
9997,Monocytes,Monocytes_target
9998,CD8,CD8_target
9999,Monocytes,Monocytes_target
10000,Monocytes,Monocytes_target
10001,CD8,CD8_target
10002,CD4,CD4_target
10003,CD4,CD4_target
10004,Monocytes,Monocytes_target
10005,CD8,CD8_target
10006,CD8,CD8_target
10007,MAIT,MAIT_target
10008,Monocytes,Monocytes_target
10009,CD8,CD8_target
10010,CD4,CD4_target
10011,B Cells,B Cells_target
10012,Monocytes,Monocytes_target
10013,Monocytes,Monocytes_target
10014,NK,NK_target
10015,B Cells,B Cells_target
10016,Monocytes,Monocytes_target
10017,B Cells,B Cells_target
10018,CD4,CD4_target
10019,CD4,CD4_target
10020,NK,NK_target
10021,NK,NK_target
10022,Monocytes,Monocytes_target
10023,B Cells,B Cells_target
10024,CD8,CD8_target
10025,CD4,CD4_target
10026,NK,NK_target
10027,CD4,CD4_target
10028,Monocytes,Monocytes_target
10029,CD8,CD8_target
10030,CD4,CD4_target
10031,Dendritic Cells,Dendritic Cells_target
10032,CD4,CD4_target
10033,Monocytes,Monocytes_target
10034,CD8,CD8_target
10035,CD4,CD4_target
10036,Monocytes,Monocytes_target
10037,CD4,CD4_target
10038,CD4,CD4_target
10039,B Cells,B Cells_target
10040,B Cells,B Cells_target
10041,CD4,CD4_target
10042,NK,NK_target
10043,CD8,CD8_target
10044,CD8,CD8_target
10045,Monocytes,Monocytes_target
10046,Monocytes,Monocytes_target
10047,Monocytes,Monocytes_target
10048,CD4,CD4_target
10049,Monocytes,Monocytes_target
10050,Monocytes,Monocytes_target
10051,B Cells,B Cells_target
10052,B Cells,B Cells_target
10053,Monocytes,Monocytes_target
10054,Monocytes,Monocytes_target
10055,Monocytes,Monocytes_target
10056,Monocytes,Monocytes_target
10057,B Cells,B Cells_target
10058,Monocytes,Monocytes_target
10059,B Cells,B Cells_target
10060,CD4,CD4_target
10061,B Cells,B Cells_target
10062,CD4,CD4_target
10063,Monocytes,Monocytes_target
10064,Dendritic Cells,Dendritic Cells_target
10065,CD8,CD8_target
10066,CD4,CD4_target
10067,Monocytes,Monocytes_target
10068,Monocytes,Monocytes_target
10069,CD8,CD8_target
10070,CD8,CD8_target
10071,Monocytes,Monocytes_target
10072,Monocytes,Monocytes_target
10073,Dendritic Cells,Dendritic Cells_target
10074,Monocytes,Monocytes_target
10075,CD4,CD4_target
10076,B Cells,B Cells_target
10077,Monocytes,Monocytes_target
10078,CD4,CD4_target
10079,NK,NK_target
10080,CD4,CD4_target
10081,CD8,CD8_target
10082,B Cells,B Cells_target
10083,B Cells,B Cells_target
10084,Monocytes,Monocytes_target
10085,CD4,CD4_target
10086,Monocytes,Monocytes_target
10087,Monocytes,Monocytes_target
10088,Dendritic Cells,Dendritic Cells_target
10089,Monocytes,Monocytes_target
10090,CD8,CD8_target
10091,CD4,CD4_target
10092,Monocytes,Monocytes_target
10093,CD8,CD8_target
10094,CD4,CD4_target
10095,Dendritic Cells,Dendritic Cells_target
10096,CD4,CD4_target
10097,Monocytes,Monocytes_target
10098,CD4,CD4_target
10099,CD4,CD4_target
10100,CD8,CD8_target
10101,MAIT,MAIT_target
10102,CD8,CD8_target
10103,B Cells,B Cells_target
10104,CD8,CD8_target
10105,Monocytes,Monocytes_target
10106,CD4,CD4_target
10107,CD4,CD4_target
10108,CD4,CD4_target
10109,CD8,CD8_target
10110,CD4,CD4_target
10111,CD8,CD8_target
10112,NK,NK_target
10113,CD8,CD8_target
10114,Monocytes,Monocytes_target
10115,CD8,CD8_target
10116,CD8,CD8_target
10117,MAIT,MAIT_target
10118,CD8,CD8_target
10119,Monocytes,Monocytes_target
10120,CD8,CD8_target
10121,CD8,CD8_target
10122,NK,NK_target
10123,Monocytes,Monocytes_target
10124,CD8,CD8_target
10125,Monocytes,Monocytes_target
10126,CD8,CD8_target
10127,CD4,CD4_target
10128,Monocytes,Monocytes_target
10129,CD4,CD4_target
10130,Monocytes,Monocytes_target
10131,CD4,CD4_target
10132,CD4,CD4_target
10133,CD4,CD4_target
10134,Monocytes,Monocytes_target
10135,B Cells,B Cells_target
10136,CD4,CD4_target
10137,CD8,CD8_target
10138,Monocytes,Monocytes_target
10139,NK,NK_target
10140,CD4,CD4_target
10141,CD8,CD8_target
10142,CD4,CD4_target
10143,CD8,CD8_target
10144,CD4,CD4_target
10145,CD4,CD4_target
10146,CD8,CD8_target
10147,CD8,CD8_target
10148,CD8,CD8_target
10149,Monocytes,Monocytes_target
10150,Monocytes,Monocytes_target
10151,CD8,CD8_target
10152,CD8,CD8_target
10153,Monocytes,Monocytes_target
10154,Dendritic Cells,Dendritic Cells_target
10155,CD4,CD4_target
10156,CD8,CD8_target
10157,Monocytes,Monocytes_target
10158,NK,NK_target
10159,B Cells,B Cells_target
10160,Monocytes,Monocytes_target
10161,Monocytes,Monocytes_target
10162,CD4,CD4_target
10163,NK,NK_target
10164,Monocytes,Monocytes_target
10165,CD4,CD4_target
10166,Monocytes,Monocytes_target
10167,CD4,CD4_target
10168,NK,NK_target
10169,CD8,CD8_target
10170,CD8,CD8_target
10171,CD4,CD4_target
10172,Monocytes,Monocytes_target
10173,CD4,CD4_target
10174,B Cells,B Cells_target
10175,CD8,CD8_target
10176,B Cells,B Cells_target
10177,CD4,CD4_target
10178,Monocytes,Monocytes_target
10179,Monocytes,Monocytes_target
10180,CD4,CD4_target
10181,B Cells,B Cells_target
10182,CD4,CD4_target
10183,CD4,CD4_target
10184,Monocytes,Monocytes_target
10185,Monocytes,Monocytes_target
10186,B Cells,B Cells_target
10187,NK,NK_target
10188,Dendritic Cells,Dendritic Cells_target
10189,CD4,CD4_target
10190,CD4,CD4_target
10191,B Cells,B Cells_target
10192,CD8,CD8_target
10193,CD8,CD8_target
10194,Monocytes,Monocytes_target
10195,CD4,CD4_target
10196,CD4,CD4_target
10197,CD8,CD8_target
10198,B Cells,B Cells_target
10199,B Cells,B Cells_target
10200,CD4,CD4_target
10201,CD8,CD8_target
10202,NK,NK_target
10203,Monocytes,Monocytes_target
10204,Monocytes,Monocytes_target
10205,Monocytes,Monocytes_target
10206,CD4,CD4_target
10207,CD4,CD4_target
10208,HSPC,HSPC_target
10209,CD4,CD4_target
10210,CD4,CD4_target
10211,Dendritic Cells,Dendritic Cells_target
10212,CD4,CD4_target
10213,Monocytes,Monocytes_target
10214,CD4,CD4_target
10215,Monocytes,Monocytes_target
10216,B Cells,B Cells_target
10217,Monocytes,Monocytes_target
10218,Monocytes,Monocytes_target
10219,CD8,CD8_target
10220,Monocytes,Monocytes_target
10221,CD4,CD4_target
10222,NK,NK_target
10223,Monocytes,Monocytes_target
10224,Monocytes,Monocytes_target
10225,CD4,CD4_target
10226,Monocytes,Monocytes_target
10227,Monocytes,Monocytes_target
10228,B Cells,B Cells_target
10229,HSPC,HSPC_target
10230,Monocytes,Monocytes_target
10231,B Cells,B Cells_target
10232,CD4,CD4_target
10233,Dendritic Cells,Dendritic Cells_target
10234,Monocytes,Monocytes_target
10235,CD4,CD4_target
10236,NK,NK_target
10237,CD4,CD4_target
10238,CD4,CD4_target
10239,CD4,CD4_target
10240,Dendritic Cells,Dendritic Cells_target
10241,Dendritic Cells,Dendritic Cells_target
10242,CD4,CD4_target
10243,B Cells,B Cells_target
10244,B Cells,B Cells_target
10245,CD4,CD4_target
10246,CD8,CD8_target
10247,CD8,CD8_target
10248,Monocytes,Monocytes_target
10249,Monocytes,Monocytes_target
10250,CD8,CD8_target
10251,CD4,CD4_target
10252,Monocytes,Monocytes_target
10253,Monocytes,Monocytes_target
10254,Monocytes,Monocytes_target
10255,CD4,CD4_target
10256,Monocytes,Monocytes_target
10257,CD8,CD8_target
10258,CD8,CD8_target
10259,CD8,CD8_target
10260,CD8,CD8_target
10261,CD4,CD4_target
10262,Monocytes,Monocytes_target
10263,Monocytes,Monocytes_target
10264,Monocytes,Monocytes_target
10265,CD4,CD4_target
10266,CD4,CD4_target
10267,NK,NK_target
10268,Monocytes,Monocytes_target
10269,CD4,CD4_target
10270,Monocytes,Monocytes_target
10271,CD4,CD4_target
10272,Monocytes,Monocytes_target
10273,CD4,CD4_target
10274,CD4,CD4_target
10275,CD8,CD8_target
10276,CD4,CD4_target
10277,MAIT,MAIT_target
10278,CD4,CD4_target
10279,B Cells,B Cells_target
10280,B Cells,B Cells_target
10281,Monocytes,Monocytes_target
10282,Monocytes,Monocytes_target
10283,B Cells,B Cells_target
10284,Monocytes,Monocytes_target
10285,CD4,CD4_target
10286,B Cells,B Cells_target
10287,CD4,CD4_target
10288,Monocytes,Monocytes_target
10289,Monocytes,Monocytes_target
10290,CD4,CD4_target
10291,B Cells,B Cells_target
10292,Monocytes,Monocytes_target
10293,CD4,CD4_target
10294,Monocytes,Monocytes_target
10295,Monocytes,Monocytes_target
10296,CD4,CD4_target
10297,B Cells,B Cells_target
10298,B Cells,B Cells_target
10299,CD8,CD8_target
10300,Monocytes,Monocytes_target
10301,Dendritic Cells,Dendritic Cells_target
10302,Monocytes,Monocytes_target
10303,CD4,CD4_target
10304,CD4,CD4_target
10305,B Cells,B Cells_target
10306,CD4,CD4_target
10307,CD8,CD8_target
10308,Monocytes,Monocytes_target
10309,CD4,CD4_target
10310,CD4,CD4_target
10311,CD4,CD4_target
10312,CD8,CD8_target
10313,NK,NK_target
10314,Monocytes,Monocytes_target
10315,Monocytes,Monocytes_target
10316,CD8,CD8_target
10317,CD8,CD8_target
10318,CD4,CD4_target
10319,CD8,CD8_target
10320,Monocytes,Monocytes_target
10321,Monocytes,Monocytes_target
10322,CD4,CD4_target
10323,B Cells,B Cells_target
10324,CD4,CD4_target
10325,CD8,CD8_target
10326,Monocytes,Monocytes_target
10327,CD4,CD4_target
10328,CD8,CD8_target
10329,Monocytes,Monocytes_target
10330,CD4,CD4_target
10331,Monocytes,Monocytes_target
10332,HSPC,HSPC_target
10333,CD8,CD8_target
10334,Monocytes,Monocytes_target
10335,CD4,CD4_target
10336,CD8,CD8_target
10337,CD4,CD4_target
10338,CD8,CD8_target
10339,CD4,CD4_target
10340,Monocytes,Monocytes_target
10341,Monocytes,Monocytes_target
10342,CD4,CD4_target
10343,Monocytes,Monocytes_target
10344,CD8,CD8_target
10345,CD4,CD4_target
10346,CD8,CD8_target
10347,Monocytes,Monocytes_target
10348,Monocytes,Monocytes_target
10349,Monocytes,Monocytes_target
10350,B Cells,B Cells_target
10351,Monocytes,Monocytes_target
10352,Monocytes,Monocytes_target
10353,Monocytes,Monocytes_target
10354,Monocytes,Monocytes_target
10355,Monocytes,Monocytes_target
10356,Monocytes,Monocytes_target
10357,CD4,CD4_target
10358,B Cells,B Cells_target
10359,CD4,CD4_target
10360,Monocytes,Monocytes_target
10361,CD8,CD8_target
10362,Monocytes,Monocytes_target
10363,Monocytes,Monocytes_target
10364,CD4,CD4_target
10365,Monocytes,Monocytes_target
10366,Monocytes,Monocytes_target
10367,CD8,CD8_target
10368,Monocytes,Monocytes_target
10369,Monocytes,Monocytes_target
10370,B Cells,B Cells_target
10371,CD4,CD4_target
10372,CD8,CD8_target
10373,CD4,CD4_target
10374,CD8,CD8_target
10375,Monocytes,Monocytes_target
10376,Monocytes,Monocytes_target
10377,Monocytes,Monocytes_target
10378,CD8,CD8_target
10379,CD4,CD4_target
10380,CD8,CD8_target
10381,Monocytes,Monocytes_target
10382,CD4,CD4_target
10383,B Cells,B Cells_target
10384,MAIT,MAIT_target
10385,Monocytes,Monocytes_target
10386,Monocytes,Monocytes_target
10387,CD4,CD4_target
10388,Monocytes,Monocytes_target
10389,Monocytes,Monocytes_target
10390,Monocytes,Monocytes_target
10391,CD4,CD4_target
10392,CD4,CD4_target
10393,CD8,CD8_target
10394,CD4,CD4_target
10395,Monocytes,Monocytes_target
10396,Monocytes,Monocytes_target
10397,CD4,CD4_target
10398,CD4,CD4_target
10399,Monocytes,Monocytes_target
10400,Monocytes,Monocytes_target
10401,B Cells,B Cells_target
10402,CD8,CD8_target
