Index,cell_type,is_train
8625,CD4,1
8626,CD4,1
8627,Monocytes,0
8628,CD8,1
8629,Monocytes,1
8630,Monocytes,1
8631,CD4,1
8632,CD4,1
8633,CD4,1
8634,Monocytes,1
8635,CD4,1
8636,CD8,1
8637,CD4,1
8638,Monocytes,1
8639,Monocytes,0
8640,CD8,1
8641,Monocytes,1
8642,Monocytes,0
8643,B Cells,1
8644,NK,1
8645,Monocytes,1
8646,B Cells,1
8647,Monocytes,1
8648,CD4,1
8649,Monocytes,1
8650,NK,0
8651,CD4,0
8652,CD4,1
8653,Monocytes,1
8654,Monocytes,1
8655,CD8,1
8656,Monocytes,1
8657,Monocytes,1
8658,CD8,1
8659,Monocytes,1
8660,Monocytes,1
8661,CD4,1
8662,Monocytes,1
8663,CD4,0
8664,Monocytes,1
8665,CD8,1
8666,Monocytes,1
8667,CD4,0
8668,Monocytes,1
8669,NK,0
8670,CD8,1
8671,Monocytes,1
8672,Monocytes,0
8673,Monocytes,1
8674,Monocytes,1
8675,Monocytes,1
8676,CD4,1
8677,CD8,1
8678,NK,1
8679,CD4,1
8680,CD8,1
8681,CD8,1
8682,CD4,1
8683,MAIT,0
8684,CD8,0
8685,CD8,1
8686,Monocytes,1
8687,NK,1
8688,CD4,1
8689,B Cells,0
8690,HSPC,1
8691,B Cells,1
8692,CD4,0
8693,NK,0
8694,Monocytes,0
8695,Monocytes,1
8696,CD4,1
8697,CD4,1
8698,CD8,1
8699,Monocytes,1
8700,Monocytes,1
8701,Monocytes,0
8702,CD8,1
8703,Monocytes,1
8704,NK,1
8705,Monocytes,1
8706,Monocytes,1
8707,CD4,1
8708,CD8,1
8709,Monocytes,1
8710,CD8,1
8711,Monocytes,1
8712,CD4,0
8713,Monocytes,1
8714,CD4,1
8715,B Cells,1
8716,Monocytes,1
8717,CD8,1
8718,CD8,1
8719,CD4,1
8720,Monocytes,1
8721,Dendritic Cells,0
8722,CD4,1
8723,CD8,1
8724,NK,0
8725,Monocytes,1
8726,CD4,0
8727,CD4,1
8728,MAIT,0
8729,CD4,1
8730,B Cells,0
8731,CD8,1
8732,CD4,1
8733,CD4,1
8734,Monocytes,1
8735,CD4,0
8736,Monocytes,1
8737,Monocytes,0
8738,CD4,1
8739,CD8,0
8740,CD4,0
8741,CD4,0
8742,Monocytes,1
8743,Monocytes,1
8744,CD4,1
8745,CD8,1
8746,Monocytes,0
8747,Monocytes,1
8748,CD8,1
8749,Monocytes,1
8750,Monocytes,1
8751,CD8,1
8752,CD8,1
8753,CD4,1
8754,Monocytes,1
8755,CD8,1
8756,CD8,1
8757,B Cells,1
8758,B Cells,1
8759,CD4,0
8760,Monocytes,0
8761,CD4,1
8762,CD8,1
8763,CD4,1
8764,Monocytes,1
8765,Monocytes,1
8766,CD8,1
8767,CD4,1
8768,CD4,1
8769,CD8,0
8770,Monocytes,1
8771,Monocytes,1
8772,Monocytes,1
8773,Monocytes,1
8774,B Cells,1
8775,Monocytes,1
8776,B Cells,1
8777,CD4,1
8778,CD8,1
8779,Monocytes,1
8780,CD8,1
8781,CD8,1
8782,CD8,1
8783,CD8,1
8784,CD8,1
8785,B Cells,1
8786,Monocytes,1
8787,CD4,0
8788,B Cells,1
8789,Monocytes,1
8790,CD4,1
8791,Monocytes,0
8792,Monocytes,0
8793,CD8,1
8794,CD4,1
8795,CD4,0
8796,Monocytes,1
8797,B Cells,1
8798,CD8,1
8799,CD4,1
8800,CD8,1
8801,CD8,0
8802,Monocytes,0
8803,Dendritic Cells,1
8804,Monocytes,1
8805,CD8,1
8806,CD8,1
8807,Monocytes,1
8808,Monocytes,0
8809,Monocytes,0
8810,CD4,0
8811,NK,1
8812,NK,1
8813,CD8,1
8814,Monocytes,1
8815,CD4,1
8816,Monocytes,0
8817,CD4,1
8818,CD4,0
8819,Dendritic Cells,0
8820,CD4,1
8821,CD4,1
8822,CD8,1
8823,CD8,1
8824,CD8,1
8825,Monocytes,1
8826,CD8,1
8827,Monocytes,1
8828,CD4,0
8829,CD8,1
8830,CD4,1
8831,Dendritic Cells,0
8832,CD8,1
8833,B Cells,0
8834,CD8,1
8835,CD4,1
8836,CD8,1
8837,Monocytes,1
8838,CD4,1
8839,Monocytes,0
8840,CD8,1
8841,CD4,1
8842,CD4,1
8843,CD8,1
8844,CD4,1
8845,CD8,0
8846,CD8,1
8847,Monocytes,1
8848,CD4,1
8849,CD8,1
8850,CD4,1
8851,CD4,1
8852,CD4,0
8853,Monocytes,1
8854,CD8,1
8855,Monocytes,0
8856,CD8,0
8857,Monocytes,1
8858,B Cells,1
8859,CD8,0
8860,CD4,1
8861,CD4,1
8862,Monocytes,0
8863,Monocytes,1
8864,Monocytes,0
8865,CD4,1
8866,CD4,1
8867,Monocytes,1
8868,Monocytes,1
8869,Monocytes,1
8870,B Cells,1
8871,NK,1
8872,Monocytes,1
8873,B Cells,1
8874,CD4,1
8875,CD8,0
8876,Monocytes,0
8877,Monocytes,1
8878,CD8,1
8879,CD4,1
8880,Monocytes,0
8881,Monocytes,1
8882,CD8,1
8883,CD8,1
8884,CD8,1
8885,CD8,1
8886,MAIT,1
8887,CD4,1
8888,NK,1
8889,CD4,1
8890,Monocytes,1
8891,Monocytes,1
8892,CD4,1
8893,HSPC,1
8894,CD8,1
8895,Monocytes,1
8896,CD4,1
8897,B Cells,1
8898,Monocytes,1
8899,CD4,1
8900,Monocytes,0
8901,Dendritic Cells,1
8902,CD8,1
8903,B Cells,1
8904,CD4,1
8905,CD4,0
8906,Monocytes,1
8907,Dendritic Cells,1
8908,CD4,1
8909,CD4,1
8910,CD4,1
8911,Monocytes,1
8912,CD4,1
8913,Monocytes,1
8914,Monocytes,1
8915,CD8,1
8916,CD8,1
8917,CD8,1
8918,CD8,0
8919,Monocytes,1
8920,Monocytes,1
8921,NK,1
8922,CD8,1
8923,Monocytes,1
8924,B Cells,1
8925,Monocytes,0
8926,CD8,0
8927,CD4,1
8928,CD8,0
8929,Monocytes,1
8930,CD4,1
8931,Monocytes,1
8932,CD8,1
8933,Monocytes,1
8934,NK,1
8935,CD4,0
8936,Monocytes,1
8937,Monocytes,1
8938,CD4,1
8939,CD4,0
8940,B Cells,1
8941,Monocytes,1
8942,Monocytes,0
8943,Monocytes,1
8944,CD8,1
8945,CD4,1
8946,CD4,1
8947,CD4,1
8948,CD8,0
8949,CD4,1
8950,Monocytes,1
8951,CD4,1
8952,Dendritic Cells,0
8953,Monocytes,0
8954,NK,1
8955,MAIT,1
8956,B Cells,1
8957,Monocytes,0
8958,CD8,1
8959,CD4,1
8960,CD8,1
8961,Monocytes,1
8962,CD8,1
8963,NK,1
8964,CD8,1
8965,CD4,1
8966,Monocytes,0
8967,CD4,1
8968,CD4,1
8969,Monocytes,1
8970,CD8,1
8971,MAIT,1
8972,CD4,1
8973,Monocytes,1
8974,CD8,1
8975,CD4,1
8976,Monocytes,1
8977,CD4,1
8978,Monocytes,1
8979,Monocytes,1
8980,Monocytes,0
8981,B Cells,1
8982,CD4,1
8983,B Cells,1
8984,CD8,1
8985,CD4,1
8986,Dendritic Cells,1
8987,CD4,0
8988,CD4,1
8989,CD4,1
8990,CD8,1
8991,Monocytes,1
8992,Monocytes,0
8993,Monocytes,1
8994,CD4,1
8995,Monocytes,1
8996,CD4,0
8997,CD4,1
8998,CD4,1
8999,Monocytes,1
9000,Monocytes,1
9001,Dendritic Cells,1
9002,Monocytes,1
9003,CD8,1
9004,Monocytes,1
9005,Monocytes,1
9006,CD4,0
9007,NK,1
9008,CD8,1
9009,Monocytes,1
9010,Monocytes,1
9011,CD4,1
9012,Monocytes,0
9013,Monocytes,1
9014,Monocytes,1
9015,Monocytes,1
9016,CD4,0
9017,CD4,1
9018,Monocytes,1
9019,NK,1
9020,CD4,0
9021,Monocytes,1
9022,HSPC,1
9023,Monocytes,0
9024,B Cells,0
9025,CD4,1
9026,CD8,0
9027,Monocytes,1
9028,CD8,1
9029,Monocytes,0
9030,Monocytes,1
9031,B Cells,0
9032,CD8,1
9033,CD4,1
9034,CD4,1
9035,CD8,1
9036,Monocytes,1
9037,B Cells,1
9038,NK,1
9039,Monocytes,0
9040,CD4,1
9041,CD4,1
9042,CD4,1
9043,Monocytes,1
9044,NK,1
9045,CD4,1
9046,NK,1
9047,NK,0
9048,Monocytes,1
9049,CD4,1
9050,CD4,1
9051,Dendritic Cells,1
9052,B Cells,1
9053,B Cells,1
9054,B Cells,1
9055,B Cells,1
9056,Monocytes,0
9057,CD4,1
9058,Monocytes,1
9059,CD4,1
9060,CD4,0
9061,CD8,1
9062,Monocytes,1
9063,B Cells,1
9064,Monocytes,1
9065,CD4,1
9066,NK,0
9067,Monocytes,1
9068,Monocytes,0
9069,CD4,1
9070,CD8,1
9071,CD4,0
9072,B Cells,0
9073,CD8,1
9074,Monocytes,1
9075,CD8,1
9076,Monocytes,1
9077,Dendritic Cells,1
9078,Monocytes,0
9079,CD4,1
9080,CD4,1
9081,CD8,1
9082,CD4,1
9083,Monocytes,0
9084,CD4,1
9085,Monocytes,1
9086,Monocytes,0
9087,Monocytes,1
9088,CD8,0
9089,CD8,1
9090,CD8,0
9091,CD4,1
9092,B Cells,1
9093,B Cells,1
9094,CD4,1
9095,Monocytes,1
9096,NK,1
9097,CD8,1
9098,CD8,1
9099,Monocytes,1
9100,CD4,1
9101,CD8,1
9102,Monocytes,1
9103,Dendritic Cells,1
9104,CD8,0
9105,Monocytes,1
9106,CD8,1
9107,Monocytes,0
9108,CD4,1
9109,NK,0
9110,CD4,1
9111,CD8,1
9112,CD4,1
9113,NK,1
9114,CD4,1
9115,Monocytes,1
9116,CD4,1
9117,CD4,0
9118,CD8,1
9119,CD4,0
9120,CD8,1
9121,Monocytes,1
9122,Monocytes,1
9123,CD4,1
9124,Dendritic Cells,1
9125,CD8,1
9126,Monocytes,0
9127,CD8,0
9128,Monocytes,1
9129,B Cells,1
9130,CD4,1
9131,Monocytes,1
9132,CD8,1
9133,CD8,1
9134,CD4,0
9135,CD4,1
9136,Monocytes,1
9137,Dendritic Cells,0
9138,CD4,1
9139,CD4,1
9140,CD4,1
9141,CD4,1
9142,CD4,1
9143,CD8,1
9144,Monocytes,1
9145,Monocytes,1
9146,CD4,1
9147,Monocytes,1
9148,CD4,0
9149,CD4,1
9150,CD4,1
9151,CD4,1
9152,Monocytes,1
9153,CD4,1
9154,CD4,1
9155,CD4,0
9156,CD8,1
9157,Monocytes,0
9158,B Cells,1
9159,CD8,1
9160,Monocytes,0
9161,CD8,1
9162,Monocytes,1
9163,CD4,1
9164,CD4,1
9165,CD8,1
9166,Monocytes,1
9167,CD4,0
9168,CD8,1
9169,CD8,1
9170,CD4,1
9171,Monocytes,0
9172,Monocytes,1
9173,B Cells,1
9174,Monocytes,1
9175,Monocytes,1
9176,Monocytes,1
9177,CD8,1
9178,CD4,0
9179,B Cells,1
9180,Monocytes,0
9181,CD8,1
9182,CD4,1
9183,CD8,1
9184,Monocytes,0
9185,Monocytes,0
9186,CD4,1
9187,CD4,0
9188,Monocytes,1
9189,CD4,1
9190,Monocytes,1
9191,Monocytes,1
9192,Monocytes,1
9193,CD8,1
9194,B Cells,1
9195,CD4,1
9196,Dendritic Cells,1
9197,NK,1
9198,Monocytes,0
9199,Monocytes,1
9200,CD8,1
9201,NK,1
9202,Monocytes,1
9203,Monocytes,0
9204,B Cells,1
9205,CD8,1
9206,CD4,1
9207,Monocytes,1
9208,CD4,1
9209,Monocytes,1
9210,Monocytes,0
9211,CD8,1
9212,CD4,1
9213,Monocytes,1
9214,CD8,0
9215,CD4,1
9216,Monocytes,1
9217,Monocytes,1
9218,B Cells,1
9219,CD8,0
9220,CD8,1
9221,NK,1
9222,Monocytes,0
9223,CD4,1
9224,Monocytes,1
9225,Monocytes,0
9226,Monocytes,1
9227,NK,1
9228,NK,1
9229,CD4,1
9230,CD4,1
9231,Monocytes,1
9232,CD8,1
9233,CD4,1
9234,Monocytes,1
9235,Monocytes,1
9236,CD4,1
9237,CD4,1
9238,CD8,1
9239,Monocytes,1
9240,B Cells,1
9241,CD4,1
9242,CD4,1
9243,Monocytes,0
9244,Monocytes,1
9245,CD8,1
9246,CD8,1
9247,B Cells,1
9248,CD8,0
9249,CD8,1
9250,CD4,1
9251,Monocytes,0
9252,Monocytes,1
9253,CD4,1
9254,CD4,1
9255,Monocytes,1
9256,CD8,1
9257,B Cells,1
9258,CD4,1
9259,B Cells,0
9260,CD4,1
9261,Monocytes,1
9262,CD4,0
9263,CD4,1
9264,Monocytes,1
9265,B Cells,1
9266,Monocytes,1
9267,Monocytes,1
9268,NK,1
9269,CD8,0
9270,CD8,1
9271,CD8,1
9272,CD4,1
9273,Monocytes,1
9274,Monocytes,1
9275,Monocytes,0
9276,B Cells,1
9277,CD8,1
9278,Monocytes,1
9279,CD8,1
9280,B Cells,1
9281,B Cells,0
9282,CD4,0
9283,CD4,1
9284,CD8,1
9285,Monocytes,1
9286,CD8,0
9287,CD4,0
9288,CD4,1
9289,Monocytes,1
9290,CD8,1
9291,Dendritic Cells,1
9292,CD4,1
9293,B Cells,0
9294,CD8,1
9295,B Cells,1
9296,B Cells,1
9297,CD4,1
9298,CD8,1
9299,Monocytes,0
9300,CD8,1
9301,B Cells,0
9302,CD8,0
9303,Monocytes,0
9304,NK,0
9305,Monocytes,1
9306,CD4,0
9307,CD4,0
9308,CD4,0
9309,Monocytes,1
9310,CD4,1
9311,CD4,1
9312,NK,1
9313,Monocytes,1
9314,Monocytes,1
9315,Monocytes,0
9316,NK,1
9317,Monocytes,1
9318,CD4,1
9319,CD4,1
9320,Monocytes,0
9321,Monocytes,1
9322,CD8,1
9323,Monocytes,1
9324,CD8,1
9325,Monocytes,1
9326,Monocytes,1
9327,CD8,1
9328,CD4,1
9329,Monocytes,1
9330,B Cells,1
9331,CD8,1
9332,Monocytes,1
9333,Monocytes,1
9334,Monocytes,1
9335,CD4,0
9336,Monocytes,0
9337,CD8,1
9338,CD8,0
9339,CD4,1
9340,CD8,1
9341,Monocytes,1
9342,Monocytes,1
9343,CD4,1
9344,Monocytes,1
9345,CD8,1
9346,Monocytes,1
9347,Monocytes,1
9348,NK,0
9349,B Cells,1
9350,CD4,0
9351,Monocytes,1
9352,CD4,1
9353,B Cells,1
9354,Monocytes,1
9355,CD8,1
9356,B Cells,1
9357,Dendritic Cells,1
9358,Monocytes,1
9359,B Cells,1
9360,Dendritic Cells,1
9361,Monocytes,1
9362,Monocytes,1
9363,CD4,1
9364,CD4,1
9365,CD8,0
9366,CD4,1
9367,CD8,1
9368,Monocytes,1
9369,CD4,1
9370,CD4,1
9371,Monocytes,1
9372,CD4,1
9373,Monocytes,1
9374,Monocytes,1
9375,CD4,1
9376,CD8,1
9377,CD8,1
9378,CD4,1
9379,CD4,1
9380,Dendritic Cells,1
9381,CD4,1
9382,CD4,1
9383,B Cells,0
9384,MAIT,1
9385,NK,0
9386,Monocytes,1
9387,CD4,0
9388,Monocytes,1
9389,NK,1
9390,Monocytes,1
9391,CD8,0
9392,Monocytes,0
9393,MAIT,1
9394,Monocytes,1
9395,B Cells,1
9396,CD4,1
9397,Monocytes,1
9398,CD4,1
9399,CD8,1
9400,Monocytes,1
9401,CD8,1
9402,Monocytes,1
9403,CD8,1
9404,CD4,1
9405,Monocytes,0
9406,CD4,1
9407,CD8,1
9408,CD4,1
9409,NK,1
9410,Monocytes,1
9411,CD8,1
9412,Dendritic Cells,1
9413,CD8,1
9414,CD4,0
9415,Monocytes,0
9416,CD8,1
9417,CD8,1
9418,CD4,1
9419,CD8,1
9420,CD8,1
9421,Monocytes,1
9422,B Cells,1
9423,CD8,1
9424,B Cells,0
9425,CD8,0
9426,CD4,0
9427,CD4,0
9428,CD4,0
9429,CD4,1
9430,CD8,1
9431,CD8,0
9432,B Cells,1
9433,Monocytes,1
9434,CD8,1
9435,CD8,1
9436,CD4,1
9437,CD4,1
9438,B Cells,1
9439,Monocytes,1
9440,Monocytes,1
9441,CD8,1
9442,Dendritic Cells,0
9443,Monocytes,1
9444,CD8,0
9445,NK,0
9446,Monocytes,1
9447,CD4,1
9448,CD4,1
9449,MAIT,1
9450,CD4,1
9451,CD4,1
9452,Monocytes,1
9453,Monocytes,1
9454,Monocytes,1
9455,CD4,1
9456,CD4,1
9457,CD8,1
9458,CD4,0
9459,Monocytes,1
9460,CD4,1
9461,B Cells,1
9462,Monocytes,1
9463,Monocytes,1
9464,Monocytes,0
9465,CD4,1
9466,Monocytes,0
9467,CD4,1
9468,Monocytes,1
9469,CD4,1
9470,B Cells,1
9471,Monocytes,1
9472,Monocytes,1
9473,NK,1
9474,Monocytes,1
9475,Monocytes,0
9476,Monocytes,1
9477,CD8,1
9478,CD4,1
9479,Monocytes,1
9480,CD8,0
9481,CD4,1
9482,Monocytes,1
9483,CD4,1
9484,Monocytes,1
9485,CD4,1
9486,CD8,1
9487,CD8,0
9488,MAIT,1
9489,Monocytes,1
9490,Monocytes,1
9491,Monocytes,1
9492,CD8,1
9493,Monocytes,1
9494,Monocytes,1
9495,CD8,1
9496,CD8,1
9497,B Cells,1
9498,CD4,1
9499,CD4,1
9500,Monocytes,1
9501,CD8,0
9502,CD8,1
9503,Monocytes,1
9504,NK,0
9505,CD8,1
9506,Monocytes,1
9507,Monocytes,1
9508,CD4,0
9509,Monocytes,1
9510,Monocytes,0
9511,Monocytes,1
9512,CD8,1
9513,CD4,1
9514,Monocytes,1
9515,CD8,1
9516,CD4,0
9517,Monocytes,1
9518,Monocytes,1
9519,Monocytes,1
9520,MAIT,1
9521,Monocytes,1
9522,B Cells,0
9523,Monocytes,1
9524,Monocytes,1
9525,NK,1
9526,CD8,1
9527,B Cells,1
9528,Monocytes,1
9529,B Cells,1
9530,CD8,1
9531,NK,1
9532,B Cells,0
9533,CD4,1
9534,Monocytes,1
9535,Monocytes,1
9536,MAIT,1
9537,CD4,0
9538,CD4,1
9539,CD4,0
9540,CD8,1
9541,Monocytes,0
9542,B Cells,1
9543,CD8,1
9544,Monocytes,1
9545,Monocytes,1
9546,CD8,0
9547,CD8,1
9548,B Cells,1
9549,B Cells,1
9550,CD4,1
9551,Monocytes,1
9552,NK,1
9553,Monocytes,1
9554,CD4,1
9555,CD8,0
9556,Monocytes,0
9557,CD4,1
9558,CD4,0
9559,CD4,1
9560,CD4,1
9561,CD8,1
9562,NK,1
9563,Monocytes,1
9564,CD8,0
9565,CD4,1
9566,Monocytes,1
9567,CD8,1
9568,CD4,0
9569,CD4,0
9570,B Cells,1
9571,CD4,1
9572,B Cells,1
9573,Monocytes,1
9574,Dendritic Cells,1
9575,CD4,1
9576,MAIT,1
9577,CD8,1
9578,Dendritic Cells,0
9579,Monocytes,1
9580,Monocytes,1
9581,Monocytes,1
9582,Monocytes,1
9583,CD4,1
9584,CD8,1
9585,CD4,1
9586,CD4,1
9587,CD4,1
9588,Monocytes,1
9589,CD8,1
9590,NK,0
9591,CD8,0
9592,CD8,1
9593,Monocytes,1
9594,Monocytes,1
9595,Monocytes,1
9596,CD8,1
9597,CD4,1
9598,CD4,1
9599,Monocytes,1
9600,NK,1
9601,CD8,1
9602,CD8,1
9603,CD8,1
9604,Monocytes,1
9605,CD4,1
9606,NK,1
9607,B Cells,1
9608,NK,1
9609,CD4,1
9610,Monocytes,1
9611,CD8,1
9612,CD4,1
9613,Monocytes,1
9614,Monocytes,1
9615,CD8,1
9616,CD4,1
9617,Dendritic Cells,1
9618,CD4,1
9619,CD4,1
9620,CD4,0
9621,CD4,1
9622,CD4,0
9623,CD4,1
9624,Monocytes,1
9625,Monocytes,1
9626,Monocytes,1
9627,Monocytes,1
9628,CD8,1
9629,CD8,0
9630,CD4,1
9631,CD8,1
9632,CD4,1
9633,CD8,1
9634,CD8,1
9635,Monocytes,0
9636,CD8,1
9637,Dendritic Cells,0
9638,CD4,1
9639,CD4,1
9640,CD8,1
9641,Monocytes,1
9642,Monocytes,1
9643,CD8,1
9644,CD4,1
9645,Monocytes,1
9646,Monocytes,0
9647,CD8,1
9648,B Cells,0
9649,Monocytes,0
9650,CD4,0
9651,CD4,1
9652,Monocytes,1
9653,NK,1
9654,CD4,1
9655,CD4,1
9656,Monocytes,1
9657,CD8,1
9658,NK,1
9659,Monocytes,1
9660,CD8,0
9661,Monocytes,1
9662,Monocytes,0
9663,Monocytes,1
9664,B Cells,1
9665,Monocytes,1
9666,Monocytes,1
9667,CD8,1
9668,NK,0
9669,CD8,1
9670,Monocytes,1
9671,CD4,1
9672,CD8,1
9673,B Cells,0
9674,Monocytes,1
9675,CD8,1
9676,B Cells,1
9677,Monocytes,1
9678,CD4,1
9679,CD8,1
9680,Monocytes,1
9681,CD4,0
9682,CD8,1
9683,Monocytes,1
9684,CD4,0
9685,NK,0
9686,HSPC,1
9687,CD8,1
9688,Monocytes,1
9689,CD8,0
9690,CD4,1
9691,Monocytes,1
9692,B Cells,0
9693,B Cells,1
9694,Monocytes,0
9695,CD8,1
9696,Monocytes,1
9697,B Cells,1
9698,NK,1
9699,Monocytes,1
9700,Monocytes,1
9701,CD8,0
9702,CD4,1
9703,CD8,0
9704,CD8,1
9705,CD8,1
9706,Monocytes,1
9707,Monocytes,1
9708,CD8,1
9709,CD8,1
9710,Monocytes,1
9711,CD4,1
9712,CD4,1
9713,CD4,1
9714,CD4,1
9715,MAIT,1
9716,CD4,1
9717,CD8,1
9718,CD4,1
9719,B Cells,1
9720,Monocytes,1
9721,B Cells,1
9722,CD8,1
9723,CD8,1
9724,Monocytes,1
9725,B Cells,1
9726,NK,1
9727,CD4,0
9728,CD4,0
9729,CD8,0
9730,B Cells,1
9731,Monocytes,1
9732,CD8,1
9733,Monocytes,1
9734,B Cells,1
9735,CD8,1
9736,B Cells,1
9737,CD8,1
9738,CD8,1
9739,CD4,1
9740,Monocytes,1
9741,CD4,1
9742,Monocytes,0
9743,B Cells,1
9744,CD8,0
9745,CD8,1
9746,CD4,1
9747,CD4,1
9748,CD8,1
9749,NK,1
9750,CD4,1
9751,MAIT,0
9752,Monocytes,1
9753,CD8,1
9754,Monocytes,1
9755,NK,1
9756,B Cells,1
9757,Monocytes,1
9758,Monocytes,1
9759,CD8,1
9760,CD8,0
9761,NK,1
9762,NK,0
9763,CD4,1
9764,Monocytes,1
9765,Monocytes,0
9766,Monocytes,1
9767,Monocytes,1
9768,Monocytes,1
9769,CD4,1
9770,CD8,1
9771,CD4,1
9772,NK,1
9773,Monocytes,1
9774,CD4,0
9775,CD8,1
9776,CD4,1
9777,CD8,0
9778,B Cells,1
9779,CD4,1
9780,B Cells,1
9781,MAIT,1
9782,CD4,0
9783,B Cells,1
9784,CD8,1
9785,CD4,0
9786,Monocytes,1
9787,Monocytes,1
9788,CD8,1
9789,NK,1
9790,Monocytes,1
9791,NK,1
9792,Monocytes,0
9793,B Cells,1
9794,Monocytes,1
9795,Monocytes,1
9796,CD8,1
9797,Monocytes,1
9798,CD4,1
9799,NK,1
9800,CD4,1
9801,CD4,1
9802,CD4,0
9803,CD4,0
9804,CD4,1
9805,CD4,0
9806,CD4,0
9807,NK,1
9808,Monocytes,1
9809,CD8,1
9810,MAIT,1
9811,Monocytes,1
9812,Monocytes,0
9813,Monocytes,1
9814,CD8,0
9815,CD8,0
9816,Monocytes,1
9817,CD4,1
9818,Monocytes,1
9819,Monocytes,1
9820,CD8,1
9821,CD4,1
9822,NK,1
9823,Monocytes,0
9824,Monocytes,0
9825,CD4,1
9826,Dendritic Cells,1
9827,NK,1
9828,CD4,1
9829,Monocytes,1
9830,CD8,0
9831,Monocytes,1
9832,Monocytes,1
9833,CD4,0
9834,Monocytes,1
9835,Monocytes,1
9836,Monocytes,1
9837,CD8,1
9838,Monocytes,1
9839,Dendritic Cells,1
9840,Dendritic Cells,1
9841,MAIT,1
9842,Monocytes,1
9843,Monocytes,1
9844,CD4,1
9845,NK,1
9846,B Cells,1
9847,Monocytes,1
9848,CD4,1
9849,Monocytes,0
9850,CD8,1
9851,CD4,1
9852,CD8,1
9853,CD4,1
9854,CD4,1
9855,Monocytes,1
9856,CD4,1
9857,Monocytes,1
9858,CD8,1
9859,CD8,1
9860,CD8,1
9861,Monocytes,1
9862,CD4,0
9863,CD4,1
9864,CD4,1
9865,MAIT,1
9866,B Cells,1
9867,Dendritic Cells,1
9868,Monocytes,1
9869,Monocytes,1
9870,CD4,0
9871,NK,1
9872,CD4,1
9873,HSPC,1
9874,CD8,1
9875,Monocytes,1
9876,Monocytes,1
9877,B Cells,1
9878,CD4,1
9879,CD8,1
9880,Monocytes,1
9881,Monocytes,1
9882,CD4,1
9883,Monocytes,0
9884,B Cells,0
9885,CD4,1
9886,CD8,0
9887,B Cells,1
9888,CD8,1
9889,CD4,1
9890,CD4,1
9891,NK,0
9892,Monocytes,0
9893,Monocytes,1
9894,CD8,1
9895,CD4,1
9896,MAIT,0
9897,Monocytes,1
9898,B Cells,0
9899,CD8,0
9900,Monocytes,0
9901,CD8,1
9902,Monocytes,0
9903,B Cells,1
9904,Monocytes,1
9905,CD8,1
9906,CD4,1
9907,Monocytes,1
9908,CD4,1
9909,CD4,1
9910,Dendritic Cells,1
9911,CD8,1
9912,CD4,1
9913,Monocytes,1
9914,B Cells,1
9915,CD4,1
9916,NK,1
9917,CD4,1
9918,CD4,0
9919,B Cells,1
9920,Monocytes,0
9921,CD8,1
9922,NK,1
9923,CD8,1
9924,CD4,1
9925,B Cells,1
9926,Monocytes,1
9927,Monocytes,1
9928,Monocytes,1
9929,Dendritic Cells,1
9930,Monocytes,0
9931,Monocytes,1
9932,CD4,1
9933,CD8,1
9934,Monocytes,1
9935,CD4,0
9936,CD4,1
9937,CD8,0
9938,NK,1
9939,Monocytes,1
9940,Monocytes,1
9941,Monocytes,1
9942,CD4,1
9943,CD4,0
9944,Monocytes,1
9945,Dendritic Cells,1
9946,CD8,1
9947,CD8,0
9948,Monocytes,1
9949,Monocytes,1
9950,B Cells,1
9951,CD8,0
9952,Monocytes,1
9953,Monocytes,1
9954,NK,1
9955,CD4,1
9956,CD4,1
9957,MAIT,1
9958,CD4,1
9959,Monocytes,1
9960,Monocytes,1
9961,Monocytes,1
9962,B Cells,1
9963,Monocytes,1
9964,CD4,1
9965,CD8,1
9966,Dendritic Cells,0
9967,B Cells,1
9968,CD4,1
9969,CD4,1
9970,Dendritic Cells,1
9971,Monocytes,1
9972,Monocytes,1
9973,CD4,1
9974,Monocytes,1
9975,CD8,1
9976,Monocytes,1
9977,Monocytes,1
9978,Dendritic Cells,1
9979,CD4,1
9980,CD4,1
9981,Dendritic Cells,1
9982,CD4,0
9983,CD4,1
9984,Monocytes,0
9985,Monocytes,1
9986,CD8,0
9987,CD4,1
9988,CD8,0
9989,Monocytes,1
9990,CD8,1
9991,B Cells,0
9992,CD8,1
9993,CD4,1
9994,Monocytes,1
9995,Monocytes,1
9996,B Cells,0
9997,Monocytes,1
9998,CD8,1
9999,Monocytes,1
10000,Monocytes,1
10001,CD8,1
10002,CD4,1
10003,CD4,1
10004,Monocytes,1
10005,CD8,1
10006,CD8,1
10007,MAIT,1
10008,Monocytes,1
10009,CD8,1
10010,CD4,1
10011,B Cells,1
10012,Monocytes,0
10013,Monocytes,1
10014,NK,1
10015,B Cells,1
10016,Monocytes,0
10017,B Cells,1
10018,CD4,1
10019,CD4,1
10020,NK,1
10021,NK,0
10022,Monocytes,1
10023,B Cells,1
10024,CD8,0
10025,CD4,1
10026,NK,0
10027,CD4,1
10028,Monocytes,1
10029,CD8,0
10030,CD4,1
10031,Dendritic Cells,0
10032,CD4,1
10033,Monocytes,1
10034,CD8,0
10035,CD4,1
10036,Monocytes,1
10037,CD4,0
10038,CD4,1
10039,B Cells,1
10040,B Cells,0
10041,CD4,1
10042,NK,0
10043,CD8,0
10044,CD8,1
10045,Monocytes,1
